SiteID,Name,Short Name,Latitude,Longitude,Geographic Coordinate System,Easting,Northing,Zone,Start date,Cease date,Active,Elevation (m),Basin,Site types,Catchment Management Authority,Gauge Zero (mAHD),Drainage Area (sq.km),Gauge Count,Last Gauge Date,First Gauge Date,Maximum Gauge (m),Maximum Gauge Date,Gauge Datum,Control,Cease to flow (m),Datum,Spillway (mAHD)
 "401228","BUTCHER CREEK @ OMEO","BUTCHER @ OMEO"," 37�11'35.5""S","147�31'12.0""E","World Geodetic System 1984","546150.002","5883554.000","55","1991/06/04","","true","768.661","Upper Murray","SW","North East CMA","0.000","103.63741","96","2026/03/10","1990/09/19","0.325","1992/10/19","Universal Transverse Mercator","140 DEGREE V-NOTCH IN RECTANGULAR WEIR","-0.006","Arbitrary","0.000"
 "401229","CUDGEWA CREEK @ CUDGEWA NORTH","CUDGEWA @CUDGEWA NTH"," 36�03'55.8""S","147�52'44.6""E","World Geodetic System 1984","579162.998","6008414.000","55","1993/08/18","","true","247.106","Upper Murray","RF,SW,WQ","North East CMA","241.826","798.34005","250","2026/04/22","1993/05/04","1.860","1993/09/02","Universal Transverse Mercator","NATURAL HEAVY GRAVEL-SHALE","0.100","Australian Height Datum","0.000"
 "401230","CORRYONG CREEK @ TOWONG","CORRYONG @ TOWONG"," 36�06'23.3""S","147�58'20.8""E","World Geodetic System 1984","587528.000","6003790.000","55","1993/08/17","","true","246.470","Upper Murray","RF,SW,WQ","North East CMA","243.477","961.75619","242","2026/04/22","1993/05/04","3.396","2010/10/16","Universal Transverse Mercator","NATURAL HEAVY GRAVEL","0.100","Australian Height Datum","0.000"
 "401231","SNOWY CREEK @ D/S LIGHTNING CK","SNOWY DS LIGHTNING"," 36�39'38.4""S","147�25'59.4""E","World Geodetic System 1984","538713.000","5942668.999","55","1993/04/21","","true","450.458","Upper Murray","RF,SW","North East CMA","0.000","212.46934","228","2026/02/04","1993/05/06","2.038","2016/10/05","Universal Transverse Mercator","NATURAL GRAVEL","0.100","Arbitrary","0.000"
 "401233","MITTA MITTA RIVER @ SURGE DAM NO 1 DARTMOUTH","MITTA MITTA R DAM 1"," 36�33'08.1""S","147�29'59.7""E","World Geodetic System 1984","544739.997","5954667.000","55","2001/01/30","","true","327.005","Upper Murray","SW","North East CMA","318.002","0.00000","8","2022/12/06","2002/11/07","1.545","2022/11/02","Universal Transverse Mercator","Artificial: Concrete weir","0.200","Australian Height Datum","0.000"
 "402203","KIEWA RIVER @ MONGANS BRIDGE","KIEWA @ MONGANS BR"," 36�35'43.3""S","147�06'01.3""E","World Geodetic System 1984","508976.998","5949994.000","55","1955/04/29","","true","264.130","Kiewa","RF,SW,WQ","North East CMA","256.812","551.57489","521","2026/02/09","1955/03/09","5.920","1998/09/23","Universal Transverse Mercator","NARURAL - Rock and Gravel","0.000","Australian Height Datum","0.000"
 "402204","YACKANDANDAH CREEK @ OSBORNES FLAT","YACKANDANDAH OSBORNE"," 36�18'16.5""S","146�54'24.6""E","World Geodetic System 1984","491634.997","5982251.000","55","1964/11/01","","true","211.921","Kiewa","RF,SW,WQ","North East CMA","210.839","274.90801","498","2026/02/26","1964/11/12","3.087","2012/03/01","Universal Transverse Mercator","ARTIFICIAL CONCRETE AND ROCK WEIR","0.443","Australian Height Datum","0.000"
 "402205","KIEWA RIVER @ BANDIANA","KIEWA @ BANDIANA"," 36�08'15.7""S","146�57'14.9""E","World Geodetic System 1984","495875.000","6000763.000","55","1965/10/19","","true","155.000","Kiewa","RF,SW,WQ","North East CMA","153.227","1654.27834","593","2026/03/25","1964/09/30","3.470","1998/09/24","Universal Transverse Mercator","NATURAL - Sand and Clay","0.000","Australian Height Datum","0.000"
 "402206","RUNNING CREEK @ RUNNING CREEK","RUNNING @ RUNNING"," 36�32'21.5""S","147�02'39.1""E","World Geodetic System 1984","503957.000","5956216.000","55","1966/04/14","","true","246.637","Kiewa","SW","North East CMA","246.364","127.46589","445","2026/04/01","1966/04/18","1.153","1998/09/23","Universal Transverse Mercator","ARTIFICIAL CONCRETE WEIR","0.299","Australian Height Datum","0.000"
 "402213","KINCHINGTON CREEK @ OSBORNES FLAT","KINCHINGTON @ OSBORN"," 36�18'58.2""S","146�53'39.1""E","World Geodetic System 1984","490501.996","5980963.000","55","1969/04/17","","true","227.557","Kiewa","SW,WQ","North East CMA","221.455","120.18879","454","2026/04/02","1969/03/14","2.065","1984/10/03","Universal Transverse Mercator","NARURAL: ROCK BAR WITH CONCRETE","0.126","Australian Height Datum","0.000"
 "402220","KIEWA RIVER @ KIEWA (ANABRANCH)","KIEWA @ KIEWA (ANA)"," 36�15'19.2""S","147�00'53.9""E","World Geodetic System 1984","501343.999","5987716.000","55","1937/01/01","","true","172.933","Kiewa","SW","North East CMA","170.604","1145.00000","340","2024/12/05","1936/12/03","2.913","1998/09/24","Universal Transverse Mercator","ARTIFICIAL SHEET PILING","0.304","Australian Height Datum","0.000"
 "402222","KIEWA RIVER @ KIEWA (MAIN STREAM)","KIEWA @ KIEWA MAIN"," 36�15'12.8""S","147�01'13.8""E","World Geodetic System 1984","501840.999","5987915.000","55","1937/01/01","","true","172.464","Kiewa","RF,SW,WQ","North East CMA","170.219","1143.84050","749","2026/02/03","1937/05/05","3.705","1998/09/24","Universal Transverse Mercator","NATURAL SAND","0.000","Australian Height Datum","0.000"
 "402223","KIEWA RIVER WEST BRANCH @ U/S OF OFFTAKE","KIEWA WEST @ OFFTAKE"," 36�47'28.8""S","147�09'36.1""E","World Geodetic System 1984","514278.004","5928248.000","55","1991/05/01","","true","585.666","Kiewa","SW,WQ","North East CMA","0.000","100.69736","241","2026/02/09","1991/03/04","1.218","1993/09/02","Universal Transverse Mercator","NATURAL ROCK BOULDERES","0.000","Arbitrary","0.000"
 "403200","OVENS RIVER @ WANGARATTA","OVENS @ WANGARATTA"," 36�21'02.4""S","146�19'15.4""E","World Geodetic System 1984","439069.002","5976929.000","55","1885/06/28","","true","141.690","Ovens","SW,WQ","North East CMA","130.399","5055.81171","941","2026/03/30","1886/05/21","12.990","1993/10/05","Universal Transverse Mercator","Natural, sand over shingle.","7.148","Australian Height Datum","0.000"
 "403205","OVENS RIVER @ BRIGHT","OVENS @ BRIGHT"," 36�43'32.3""S","146�57'09.3""E","World Geodetic System 1984","495767.004","5935547.000","55","1924/12/10","","true","298.342","Ovens","RF,SW,WQ","North East CMA","290.704","493.12930","763","2026/02/12","1924/12/10","6.100","1993/10/04","Universal Transverse Mercator","NATURAL ROCK AND HEAVY GRAVEL","0.000","Australian Height Datum","0.000"
 "403209","REEDY CREEK @ WANGARATTA NORTH","REEDY @ WANGARATTA"," 36�19'55.6""S","146�20'40.2""E","World Geodetic System 1984","441170.002","5979000.000","55","1940/06/01","","true","141.553","Ovens","SW,WQ","North East CMA","137.636","430.50781","863","2026/04/02","1940/05/31","5.174","2010/09/06","Universal Transverse Mercator","ARTIFICIAL SHEET PILING AND ROCK WEIR","1.138","Australian Height Datum","0.000"
 "403210","OVENS RIVER @ MYRTLEFORD","OVENS @ MYRTLEFORD"," 36�34'16.4""S","146�43'04.5""E","World Geodetic System 1984","474760.004","5952641.000","55","1947/10/22","","true","209.182","Ovens","SW,WQ","North East CMA","204.665","1240.00000","572","2026/03/18","1947/10/16","3.362","2023/10/05","Universal Transverse Mercator","NATURAL ROCK AND GRAVEL","0.000","Australian Height Datum","0.000"
 "403213","FIFTEEN MILE CREEK @ GRETA SOUTH","15 MILE @ GRETA STH"," 36�37'10.0""S","146�14'38.7""E","World Geodetic System 1984","432405.997","5947061.000","55","1958/12/15","","true","195.241","Ovens","RF,SW,WQ","North East CMA","187.290","225.17603","663","2026/04/02","1958/10/07","5.992","2010/09/04","Universal Transverse Mercator","ARTIFICIAL - Concrete Weir","0.673","Australian Height Datum","0.000"
 "403214","HAPPY VALLEY CREEK @ ROSEWHITE","HAPPY @ ROSEWHITE"," 36�34'38.9""S","146�49'12.2""E","World Geodetic System 1984","483901.999","5951970.000","55","1961/06/28","","true","254.339","Ovens","RF,SW","North East CMA","252.513","139.64164","542","2026/02/26","1961/06/28","2.908","1974/05/15","Universal Transverse Mercator","ARTIFICIAL 160* V NOTCH WEIR","0.003","Australian Height Datum","0.000"
 "403217","ROSE RIVER @ MATONG NORTH","ROSE RV @ MATONG NTH"," 36�49'14.3""S","146�34'56.6""E","World Geodetic System 1984","462755.996","5924929.000","55","1962/08/09","","true","322.249","Ovens","RF,SW,WQ","North East CMA","315.584","178.78025","457","2026/04/20","1967/07/11","3.253","1998/09/23","Universal Transverse Mercator","Natural: Rock bar","0.021","Arbitrary","0.000"
 "403218","DANDONGADALE RIVER @ MATONG NORTH","DANDONGADALE @MATONG"," 36�48'19.5""S","146�37'53.2""E","World Geodetic System 1984","467123.996","5926635.000","55","1962/08/10","","true","281.413","Ovens","SW,WQ","North East CMA","280.430","183.35335","503","2026/04/20","1962/05/15","4.805","1998/09/23","Universal Transverse Mercator","ARTIFICIAL STEEL CAPPED WEIR","0.305","Australian Height Datum","0.000"
 "403220","BUFFALO RIVER @ LAKE BUFFALO","BUFFALO @ BUFFALO"," 36�42'41.8""S","146�40'06.5""E","World Geodetic System 1984","470391.524","5937054.064","55","1963/09/25","","true","239.105","Ovens","RF,SW","North East CMA","237.466","1141.11787","501","2026/03/17","1964/04/03","6.310","1993/10/05","Universal Transverse Mercator","Natural: Rock and gravel","0.075","Australian Height Datum","0.000"
 "403221","REEDY CREEK @ WOOLSHED","REEDY @ WOOLSHED"," 36�18'39.4""S","146�36'04.2""E","World Geodetic System 1984","464195.996","5981476.000","55","1964/11/11","","true","230.600","Ovens","SW,WQ","North East CMA","0.000","212.18843","521","2026/04/02","1964/10/27","2.213","1983/08/26","Universal Transverse Mercator","ARTIFICIAL CONCRETE AND ROCK WEIR","0.120","Arbitrary","0.000"
 "403222","BUFFALO RIVER @ ABBEYARD","BUFFALO @ ABBEYARD"," 36�54'38.1""S","146�42'00.5""E","World Geodetic System 1984","473289.002","5914990.000","55","1965/06/30","","true","339.929","Ovens","SW,WQ","North East CMA","337.814","414.85185","491","2026/04/20","1965/04/06","2.785","1981/07/24","Universal Transverse Mercator","NATURAL ROCK","0.000","Australian Height Datum","0.000"
 "403223","KING RIVER @ DOCKER ROAD BRIDGE","KING @ DOCKER ROAD"," 36�30'58.7""S","146�23'21.9""E","World Geodetic System 1984","445330.002","5958595.000","55","1966/01/13","","true","157.922","Ovens","SW,WQ","North East CMA","155.004","1114.00000","525","2026/03/30","1966/01/14","4.287","2022/10/14","Universal Transverse Mercator","ARTIFICIAL SHEET PILING WEIR","0.166","Australian Height Datum","0.000"
 "403224","HURDLE CREEK @ BOBINAWARRAH","HURDLE @ BOBINAWARRA"," 36�30'47.7""S","146�26'56.9""E","World Geodetic System 1984","450675.997","5958968.000","55","1966/04/19","","true","167.956","Ovens","RF,SW","North East CMA","165.919","151.89566","505","2025/12/17","1966/05/04","2.750","2022/10/14","Universal Transverse Mercator","ARTIFICIAL LOW PROFILE WEIR","0.100","Australian Height Datum","0.000"
 "403226","BOGGY CREEK @ ANGLESIDE","BOGGY @ ANGLESIDE"," 36�36'22.7""S","146�21'45.0""E","World Geodetic System 1984","442985.998","5948596.000","55","1967/02/27","","true","183.592","Ovens","RF,SW","North East CMA","178.651","106.61140","534","2026/04/27","1966/12/14","1.698","1966/12/14","Universal Transverse Mercator","Artificial; Sheet piling","0.505","Australian Height Datum","0.000"
 "403227","KING RIVER @ CHESHUNT","KING @ CHESHUNT"," 36�49'52.6""S","146�23'53.6""E","World Geodetic System 1984","446337.998","5923662.000","55","1967/06/27","","true","295.854","Ovens","RF,SW","North East CMA","292.262","446.59148","551","2026/03/04","1967/07/11","2.585","1996/10/01","Universal Transverse Mercator","ARTIFICIAL - Concrete and Rock","0.105","Australian Height Datum","0.000"
 "403228","KING RIVER @ LAKE WILLIAM HOVELL T.G.","WILLIAM HOVELL"," 36�54'32.6""S","146�23'42.0""E","World Geodetic System 1984","446105.996","5915032.000","55","1969/06/10","","true","373.409","Ovens","SW,WQ","North East CMA","371.033","335.63136","441","2026/04/01","1971/05/24","2.412","1996/10/01","Universal Transverse Mercator","ARTIFICIAL MEASURING WEIR","0.494","Australian Height Datum","0.000"
 "403230","OVENS RIVER @ ROCKY POINT","OVENS @ ROCKY POINT"," 36�32'00.5""S","146�40'05.9""E","World Geodetic System 1984","470308.003","5956814.000","55","1965/06/24","","true","195.342","Ovens","RF,SW,WQ","North East CMA","190.555","2962.31161","503","2026/02/19","1965/05/13","5.875","1998/09/24","Universal Transverse Mercator","NATURAL ROCK","0.000","Australian Height Datum","0.000"
 "403232","MORSES CREEK @ WANDILIGONG","MORSES @ WANDILIGONG"," 36�45'04.6""S","146�58'45.8""E","World Geodetic System 1984","498159.000","5932703.000","55","1972/11/29","","true","328.633","Ovens","SW","North East CMA","327.792","123.00000","384","2026/04/07","1972/12/11","2.650","1998/09/23","Universal Transverse Mercator","ARTIFICIAL CONCRETE @ MUDSTONE WEIR","0.442","Australian Height Datum","0.000"
 "403233","BUCKLAND RIVER @ HARRIS LANE","BUCKLAND @ HARRIS"," 36�43'17.4""S","146�52'55.4""E","World Geodetic System 1984","489467.000","5936001.999","55","1972/05/02","","true","284.542","Ovens","RF,SW,WQ","North East CMA","280.050","454.74533","438","2026/04/16","1972/05/04","3.100","2016/10/04","Universal Transverse Mercator","ARTIFICIAL CONCRETE AND ROCK WEIR","0.770","Australian Height Datum","0.000"
 "403240","KING RIVER @ EDI","KING @ EDI"," 36�39'34.3""S","146�25'12.0""E","World Geodetic System 1984","448164.999","5942725.000","55","1979/06/15","","true","189.169","Ovens","SW","North East CMA","188.254","694.75917","269","2026/03/11","1979/06/05","1.910","1981/08/25","Universal Transverse Mercator","ARTIFICIAL CONCRETE AND ROCK WEIR","0.177","Australian Height Datum","0.000"
 "403241","OVENS RIVER @ PEECHELBA","OVENS @ PEECHELBA"," 36�09'46.7""S","146�14'10.9""E","World Geodetic System 1984","431314.996","5997691.000","55","1979/03/08","","true","130.397","Ovens","SW,WQ","North East CMA","0.000","6228.26121","238","2026/03/30","1985/10/29","131.640","1998/09/25","Universal Transverse Mercator","NATURAL","0.000","Australian Height Datum","0.000"
 "403242","OVENS RIVER @ WANGARATTA (COMBINED FLOW)","OVENS @ WANG."," 36�21'06.5""S","146�19'12.6""E","Unknown","439000.885","5976801.535","55","1891/01/01","","true","152.008","Ovens","SW","North East CMA","137.526","5552.00000","317","2026/03/30","1892/08/31","12.990","1993/10/05","Unknown","","0.000","Unknown","0.000"
 "403244","OVENS RIVER @ HARRIETVILLE","OVENS @ HARRIETVILLE"," 36�53'02.7""S","147�03'44.7""E","World Geodetic System 1984","505562.326","5917970.886","55","1987/02/04","","true","489.826","Ovens","RF,SW,WQ","North East CMA","481.602","120.00000","380","2026/03/10","1986/09/23","2.585","1993/10/04","Universal Transverse Mercator","NATURAL GRAVEL AND ROCKS","1.200","Australian Height Datum","0.000"
 "403247","BLACK DOG CREEK @ U/S OF DUGAYS BRIDGE","BLACK DOG @ DUGAY BR"," 36�04'23.5""S","146�19'04.8""E","World Geodetic System 1984","438588.996","6007704.000","55","1998/08/19","","true","131.906","Ovens","SW","North East CMA","0.000","670.19728","131","2025/07/31","1998/09/08","3.500","2011/02/07","Universal Transverse Mercator","Artificial; Sheet Piling","0.300","Arbitrary","0.000"
 "403248","INDIGO CREEK @ D/S CREAMERY BRIDGE","INDIGO @ CREAMERY BR"," 36�01'45.3""S","146�38'58.0""E","World Geodetic System 1984","468417.998","6012735.999","55","1999/05/28","","true","145.520","Ovens","SW","North East CMA","138.880","185.37134","159","2025/11/05","1999/05/29","3.235","2005/11/08","Universal Transverse Mercator","Artificial; sheet piling","-0.066","Australian Height Datum","0.000"
 "403249","THREE MILE CREEK D/S YARRAWONGA ROAD @ WANGARATTA","3 MILE CK WANGARATTA"," 36�20'11.6""S","146�17'59.6""E","World Geodetic System 1984","437170.002","5978479.000","55","2000/05/12","","true","140.950","Ovens","SW","North East CMA","0.000","480.78079","193","2026/04/09","2000/05/12","3.018","2016/10/06","Universal Transverse Mercator","Artificial; Sheet piling","0.300","Arbitrary","0.000"
 "403250","OVENS RIVER @ EUROBIN","OVENS R @ EUROBIN"," 36�39'08.5""S","146�51'25.5""E","World Geodetic System 1984","487225.001","5943668.000","55","2000/07/19","","true","252.043","Ovens","RF,SW,WQ","North East CMA","0.000","1082.00000","7","2023/10/05","2002/01/24","4.703","2023/10/05","Universal Transverse Mercator","Natural; Gravel bar at end of pool","0.000","Gauge Datum","0.000"
 "403251","FIFTEEN MILE CREEK @ GLENROWAN","15 MILE CK GLENROWAN"," 36�28'14.9""S","146�14'46.3""E","World Geodetic System 1984","432466.998","5963551.999","55","2000/07/18","","true","161.776","Ovens","SW","North East CMA","0.000","301.42898","15","2025/12/01","2024/08/27","0.795","2025/07/28","Universal Transverse Mercator","Artificial; Drop bar structure weir","0.500","Gauge Datum","0.000"
 "403253","BUCKLAND RIVER @ TWELVE MILE","BUCKLAND R @ 12 MILE"," 36�51'17.8""S","146�51'34.0""E","World Geodetic System 1984","487468.920","5921195.528","55","2001/05/18","","true","373.491","Ovens","RF,SW","North East CMA","0.000","284.61898","15","2026/04/16","2024/09/09","1.966","2025/07/29","Universal Transverse Mercator","Natural: Gravel bar at the end of pool","0.000","Gauge Datum","0.000"
 "403254","BUFFALO RIVER @ D/S ROSE RIVER JUNCTION","BUFFALO R D/S ROSE R"," 36�47'41.8""S","146�39'54.8""E","World Geodetic System 1984","470131.999","5927807.000","55","2001/09/10","","true","273.862","Ovens","SW,WQ","North East CMA","266.760","893.27095","140","2026/04/21","2006/01/30","3.980","2013/07/19","Universal Transverse Mercator","Natural","0.000","Australian Height Datum","0.000"
 "403258","YARRARBULA CREEK @ U/S LAKE BUFFALO","YARRARBULA CK"," 36�45'55.4""S","146�41'39.9""E","Geodetic Datum of Australia 1994","472727.296","5931110.696","55","2017/04/27","","true","296.569","Ovens","SW","North East CMA","0.000","146.15972","73","2026/02/18","2017/05/29","1.004","2021/07/22","(unknown)","Control: Natural: Stream bed and banks with gravel and rocks","0.120","Arbitrary","0.000"
 "403262","KING RIVER (MAINSTREAM) @ OXLEY",""," 36�26'53.2""S","146�22'26.2""E","Unknown","443894.797","5966149.989","55","2019/04/01","","false","151.606","Ovens","SW","North East CMA","0.000","1286.68329","11","2020/03/17","2019/04/01","1.040","2019/09/10","Australian Map Grid 1966 (Victoria)","","0.000","Unknown","0.000"
 "403263","KING RIVER (ANABRANCH) @ OXLEY",""," 36�26'50.1""S","146�22'25.5""E","Unknown","443876.796","5966245.989","55","2019/04/01","","false","152.296","Ovens","SW","North East CMA","0.000","0.00000","11","2020/03/17","2019/04/01","0.769","2019/09/10","Australian Map Grid 1966 (Victoria)","","0.000","Unknown","0.000"
 "403267","BUFFALO CREEK @ NORTH EAST WATER OFFTAKE","BUFFALO C @ NERWA OT"," 36�38'50.4""S","146�46'19.0""E","Australian Geodetic Datum 2020","479615.145","5944210.659","55","2025/10/23","","true","0.000","","","","","","5","2026/04/21","2025/10/23","","","Unknown","","","",""
 "404204","BOOSEY CREEK @ TUNGAMAH","BOOSEY @ TUNGAMAH"," 36�07'25.6""S","145�49'54.9""E","World Geodetic System 1984","394884.997","6001678.000","55","1917/11/27","","true","119.837","Broken","RF,SW","Goulburn Broken CMA","119.961","845.00000","370","2024/02/01","1966/11/30","2.580","1993/10/05","Universal Transverse Mercator","ARTIFICIAL LOW PROFILE WEIR","0.227","Australian Height Datum","0.000"
 "404207","HOLLAND CREEK @ KELFEERA","HOLLAND @ KELFEERA"," 36�36'40.2""S","146�03'33.1""E","World Geodetic System 1984","415866.004","5947836.000","55","1960/05/09","","true","181.961","Broken","RF,SW,WQ","Goulburn Broken CMA","180.094","451.00000","643","2026/04/28","1960/05/09","4.690","1974/05/15","Universal Transverse Mercator","Artificial:Knife edge meas. weir","0.309","Australian Height Datum","0.000"
 "404210","BROKEN CREEK @ RICES WEIR","RICES WEIR SCADA"," 35�58'04.0""S","144�57'42.8""E","World Geodetic System 1984","316223.433","6017690.049","55","1965/02/04","","true","94.935","Broken","RF,SW,WQ","Goulburn Broken CMA","0.000","3135.40111","204","1997/04/03","1965/03/24","1.035","1992/10/22","Australian National Grid","CONCRETE WEIR - All flow is calculated within the logger from theoretical rating of the gates, structure and fish ladder.","-0.010","Australian Height Datum","0.000"
 "404214","BROKEN CREEK @ KATAMATITE","BROKEN @ KATAMATITE"," 36�05'54.7""S","145�41'06.6""E","World Geodetic System 1984","381640.001","6004308.000","55","1966/07/22","","true","114.690","Broken","RF,SW,WQ","Goulburn Broken CMA","112.864","2284.54380","420","2026/04/08","1966/07/25","2.960","2012/03/04","Universal Transverse Mercator","Artificial:Concrete broad crest V-notch","0.825","Australian Height Datum","0.000"
 "404216","BROKEN RIVER @ GOORAMBAT (CASEY WEIR H. GAUGE)","BROKEN @ CASEY WEIR"," 36�28'24.7""S","145�56'30.3""E","World Geodetic System 1984","405193.001","5962992.999","55","1888/02/07","","true","159.894","Broken","SW,WQ","Goulburn Broken CMA","156.914","1924.74116","303","2026/03/23","1979/07/11","1.900","1984/10/04","Universal Transverse Mercator","ARTIFICIAL MEASURING WEIR","0.305","Australian Height Datum","0.000"
 "404217","BROKEN CREEK (CHANNEL) @ CASEY WEIR","BROKEN @ CASEY WEIR"," 36�28'23.3""S","145�56'29.2""E","World Geodetic System 1984","405165.706","5963036.509","55","1885/01/01","","true","159.411","Broken","SW","Goulburn Broken CMA","156.289","0.00000","388","2026/04/28","1972/04/14","1.320","2016/07/12","Universal Transverse Mercator","ARTIFICIAL MEASURING WEIR","0.304","Australian Height Datum","0.000"
 "404222","BROKEN RIVER @ ORRVALE","BROKEN @ ORRVALE"," 36�25'53.0""S","145�26'59.2""E","World Geodetic System 1984","361042.003","5967072.000","55","1977/06/23","","true","108.630","Broken","SW,WQ","Goulburn Broken CMA","108.339","2508.00000","245","2026/03/06","1977/06/17","8.410","1993/10/06","Universal Transverse Mercator","CLAY AND GRAVEL","0.000","Australian Height Datum","0.000"
 "404224","BROKEN RIVER @ GOWANGARDIE","BROKEN @ GOWANGARDIE"," 36�26'01.2""S","145�40'09.1""E","World Geodetic System 1984","380712.997","5967113.000","55","1928/01/20","","true","127.832","Broken","RF,SW,WQ","Goulburn Broken CMA","0.000","2276.21021","236","2026/03/05","1978/08/09","136.878","1981/07/22","Universal Transverse Mercator","NATURAL - ROCK BAR","0.000","Unknown","0.000"
 "404226","BROKEN RIVER @ LAKE MOKOAN DIVERSION WEIR","BROKEN @ MOKOAN"," 36�36'57.5""S","145�58'58.3""E","World Geodetic System 1984","409044.002","5947231.000","55","1970/09/16","","true","179.647","Broken","SW","Goulburn Broken CMA","0.000","882.00000","2","1981/03/27","1980/02/22","0.870","1980/02/22","Universal Transverse Mercator","ARTIFICIAL CONCRETE AND ROCK WEIR","0.000","Unknown","0.000"
 "404227","BROKEN RIVER REGULATOR @ BROKEN RIVER BYPASS CHANNEL","BROKEN REGULATOR"," 36�36'56.3""S","145�58'50.8""E","Geodetic Datum of Australia 1994","408857.103","5947281.020","55","1970/09/16","","true","175.251","Broken","SW","Goulburn Broken CMA","0.000","0.00000","109","2026/03/25","1986/04/29","174.387","2016/09/08","(unknown)","","173.525","Unknown","0.000"
 "404234","WHISKEY CREEK @ U/S MCCALLSAY RESERVOIR","WHISKEY CK U/S MCCAL"," 36�47'33.5""S","146�12'31.3""E","World Geodetic System 1984","429400.000","5927825.000","55","1997/08/20","","true","470.060","Broken","SW","Goulburn Broken CMA","0.000","7.29495","126","2026/03/24","1997/08/01","0.538","2023/06/19","Universal Transverse Mercator","Artificial: 120 deg V-notch in box culv.","0.100","Arbitrary","0.000"
 "404235","RYANS CREEK @ U/S MCCALLSAY RESERVOIR","RYANS CK U/S MCCALL"," 36�49'07.7""S","146�13'06.6""E","World Geodetic System 1984","430298.998","5924928.000","55","1997/10/29","","true","507.816","Broken","SW","Goulburn Broken CMA","0.000","40.30854","222","2026/03/24","1997/10/29","1.737","2016/09/20","Universal Transverse Mercator","Natural: Stream bed and banks","0.990","Arbitrary","0.000"
 "404239","BROKEN CREEK @ WAGGARANDALL WEIR","BROKEN CK WAGGARANDA"," 36�17'34.6""S","145�50'03.4""E","World Geodetic System 1984","395322.997","5982914.000","55","2005/05/25","","true","135.900","Broken","SW","Goulburn Broken CMA","0.000","0.00000","80","2026/04/27","2005/08/25","0.770","2022/02/01","Universal Transverse Mercator","Artificial: Drop bar structure (4 bays)","0.493","Arbitrary","0.000"
 "404241","BROKEN RIVER @ CASEY'S WEIR FISH LADDER","BROKEN R CASEY'S F/L"," 36�28'25.1""S","145�56'29.1""E","World Geodetic System 1984","405163.675","5962982.371","55","2005/10/26","","true","156.758","Broken","SW","Goulburn Broken CMA","0.000","0.00000","143","2026/04/28","2005/10/27","1.645","2010/12/13","Universal Transverse Mercator","Artificial: Undershot gate","0.000","Arbitrary","0.000"
 "404243","BROKEN RIVER @ D/S BACK CREEK JUNCTION","BROKEN R D/S BACK C"," 36�50'43.3""S","146�00'38.5""E","World Geodetic System 1984","411795.000","5921810.000","55","2008/05/28","","true","235.335","Broken","RF,SW,WQ","Goulburn Broken CMA","0.000","466.74675","142","2026/03/05","2008/05/14","3.950","2022/10/14","Universal Transverse Mercator","Natural: Rocky river bed and banks","0.810","Arbitrary","0.000"
 "404245","MOUNT SAMARIA CREEK @ WARNOCK ROAD","MT SAMARIA CK WARNOK"," 36�46'46.4""S","146�01'44.3""E","Geodetic Datum of Australia 1994","413351.564","5929140.898","55","2010/04/29","","true","221.654","Broken","SW","Goulburn Broken CMA","0.000","0.00000","124","2025/11/24","2010/05/18","1.412","2022/10/13","Universal Transverse Mercator","Artificial: Concrete wide V section","0.210","Arbitrary","0.000"
 "404246","LIMA CREEK @ D/S MIDLAND HWY SWANPOOL","LIMA CK @ SWANPOOL"," 36�43'18.2""S","145�59'35.2""E","World Geodetic System 1984","410083.815","5935509.747","55","2010/04/30","","true","193.956","Broken","SW","Goulburn Broken CMA","0.000","178.86602","136","2026/04/13","2010/05/18","2.332","2012/07/11","Universal Transverse Mercator","Natural: Stream bed and banks","0.000","Arbitrary","0.000"
 "404247","RYANS CREEK @ U/S LOOMBAH RESERVOIR","RYANS C U/S LOOMBAH"," 36�43'49.5""S","146�13'34.1""E","Geodetic Datum of Australia 1994","430900.968","5934753.631","55","2017/04/26","","true","342.298","Broken","SW","Goulburn Broken CMA","0.000","76.27636","73","2026/03/24","2017/05/15","0.690","2022/11/16","(unknown)","Control: Artificial; V-notch weir","-0.004","Arbitrary","0.000"
 "404708","TATONG PROJECT PIPE EC @ TATONG","TATONG PIPE EC"," 36�41'03.3""S","146�06'09.1""E","World Geodetic System 1984","419817.330","5939764.594","55","1992/04/29","","true","246.659","Broken","RF,SW","Goulburn Broken CMA","0.000","0.89400","","","","0.000","","Universal Transverse Mercator","","0.000","Unknown","0.000"
 "405200","GOULBURN RIVER @ MURCHISON (McPhee's Rest)","GOULBURN @ MURCHISON"," 36�37'01.3""S","145�13'10.5""E","World Geodetic System 1984","340786.999","5946120.000","55","1881/06/14","","true","116.397","Goulburn","RF,SW,WQ","Goulburn Broken CMA","108.679","10772.00000","733","2026/03/19","1887/03/22","11.357","2022/10/17","Universal Transverse Mercator","NATURAL","0.000","Australian Height Datum","0.000"
 "405201","GOULBURN RIVER @ TRAWOOL","GOULBURN @ TRAWOOL"," 37�05'29.8""S","145�12'09.0""E","World Geodetic System 1984","340251.000","5893439.000","55","1908/01/01","","true","142.884","Goulburn","SW,WQ","Goulburn Broken CMA","138.930","7335.00000","461","2026/03/11","1908/02/27","7.534","2022/10/14","Universal Transverse Mercator","NATURAL","-0.500","Australian Height Datum","0.000"
