SiteID,Name,Short Name,Latitude,Longitude,Geographic Coordinate System,Easting,Northing,Zone,Start date,Cease date,Active,Elevation (m),Basin,Site types,Catchment Management Authority,Gauge Zero (mAHD),Drainage Area (sq.km),Gauge Count,Last Gauge Date,First Gauge Date,Maximum Gauge (m),Maximum Gauge Date,Gauge Datum,Control,Cease to flow (m),Datum,Spillway (mAHD)
 "230243","BOLINDA CREEK PDR FLOW @ BOLINDA CREEK OFFTAKE","BOLINDA CK PDR FLOW"," 37�22'15.2""S","144�40'04.5""E","Geodetic Datum of Australia 1994","293497.753","5861432.196","55","2012/01/17","","true","592.266","Maribyrnong","SW,WQ","Melbourne Water CMA","0.000","7.03472","43","2026/02/11","2018/11/19","0.214","2022/12/01","(unknown)","","0.000","Unknown","0.000"
 "230246","DEEP CREEK @ ROMSEY","DEEP CK @ ROMSEY"," 37�21'39.4""S","144�47'02.0""E","Geodetic Datum of Australia 1994","303742.004","5862782.072","55","2019/05/03","","true","396.107","Maribyrnong","SW","Melbourne Water CMA","0.000","276.51553","46","2025/12/12","2019/05/14","0.917","2020/10/12","Unknown","Natural Rock bar","0.100","Arbitrary","0.000"
 "230250","DEEP CREEK @ ROMSEY TREATMENT PLANT","Deep Ck @ Romsey TP"," 37�22'06.3""S","144�46'56.7""E","Unknown","303629.462","5861933.818","55","2021/04/08","","true","391.457","Maribyrnong","SW","Melbourne Water CMA","0.000","277.27411","24","2025/11/21","2021/06/22","0.712","2021/11/18","Unknown","","0.000","Unknown","0.000"
 "230704","BOLINDA CREEK OFFTAKE @ BOLINDA CREEK","BOLINDA CK OFFTAKE"," 37�22'15.2""S","144�40'04.5""E","Geodetic Datum of Australia 1994","293497.753","5861432.196","55","2012/01/17","","true","592.266","Maribyrnong","SW","Melbourne Water CMA","0.000","0.00000","37","2026/02/11","2014/07/29","0.214","2022/12/01","Universal Transverse Mercator","Artificial: 460 mm diam. concrete pipe","0.000","Arbitrary","0.000"
 "230706","MAIN CREEK OFFTAKE @ FORSTER RESERVOIR","MAIN CK OFFTAKE"," 37�25'18.3""S","144�40'11.6""E","Geodetic Datum of Australia 1994","293810.751","5855792.416","55","2012/06/20","","true","549.132","Maribyrnong","SW","Melbourne Water CMA","0.000","0.00000","","","","0.000","","Universal Transverse Mercator","Artificial: V-notch weir","0.100","Unknown","0.000"
 "230707","PIPELINE INFLOW @ LANCEFIELD BASIN","INFLOW TO LANCEFIELD"," 37�16'56.2""S","144�41'44.0""E","Geodetic Datum of Australia 1994","295704.045","5871323.562","55","2011/12/21","","true","506.103","Maribyrnong","SW","Melbourne Water CMA","0.100","0.00000","","","","0.000","","Universal Transverse Mercator","","0.000","Unknown","0.000"
 "231200","WERRIBEE RIVER @ BACCHUS MARSH","WERRIBEE @ BACCHUS"," 37�40'51.7""S","144�25'41.8""E","World Geodetic System 1984","273214.002","5826449.000","55","1887/04/01","","true","97.017","Werribee","SW,WQ","Melbourne Water CMA","99.044","363.00000","313","2025/11/11","1908/09/24","2.690","1993/09/15","Universal Transverse Mercator","NATURAL ROCK AND GRAVEL","0.000","Unknown","0.000"
 "231203","PYKES CREEK @ PYKES CREEK RESERVOIR","PYKES @ PYKES"," 37�36'51.9""S","144�17'38.1""E","World Geodetic System 1984","261150.998","5833506.000","55","1908/11/23","","true","363.678","Werribee","SW,WQ","Melbourne Water CMA","363.746","126.24559","345","2026/03/02","1957/06/21","2.665","1985/10/24","Universal Transverse Mercator","ARTIFICIAL MEASURING WEIR","0.004","Australian Height Datum","0.000"
 "231204","WERRIBEE RIVER @ WERRIBEE DIVERSION WEIR","WERRIBEE @ DIV. WEIR"," 37�52'46.3""S","144�38'44.0""E","World Geodetic System 1984","292934.002","5804924.000","55","1911/02/01","","true","26.653","Werribee","SW,WQ","Melbourne Water CMA","0.000","1414.25864","181","2026/03/04","1911/01/27","3.426","1954/10/29","Universal Transverse Mercator","Artificial: Broad crested conc. weir","0.305","Arbitrary","0.000"
 "231205","WERRIBEE RIVER @ MELTON RESERVOIR (TAIL GAUGE)","WERRIBEE @ MELTON"," 37�44'46.4""S","144�34'21.3""E","World Geodetic System 1984","286131.003","5819552.000","55","1917/01/01","","true","55.870","Werribee","SW,WQ","Melbourne Water CMA","56.719","1155.00000","465","2026/04/02","1936/02/18","7.700","1983/10/16","Universal Transverse Mercator","ARTIFICIAL CONCRETE WEIR WITH S/S PLATE","0.060","Australian Height Datum","0.000"
 "231211","LERDERDERG RIVER @ U/S GOODMAN CREEK JUNCTION","LERDERDERG @ GOODMAN"," 37�37'50.6""S","144�25'37.9""E","World Geodetic System 1984","272967.000","5832027.999","55","1956/05/31","","true","128.386","Werribee","RF,SW,WQ","Melbourne Water CMA","119.145","232.47375","400","2026/01/06","1956/10/17","2.720","1993/09/15","Universal Transverse Mercator","ARTIFICIAL V-SHAPED WEIR","0.010","Australian Height Datum","0.000"
 "231213","LERDERDERG RIVER @ SARDINE CREEK O'BRIEN CROSSING","LERDERDERG @ SARDINE"," 37�29'46.6""S","144�21'39.8""E","World Geodetic System 1984","266709.000","5846786.000","55","1959/04/15","","true","430.828","Werribee","SW,WQ","Melbourne Water CMA","424.737","150.75801","460","2026/01/01","1959/04/07","2.755","1974/05/15","Universal Transverse Mercator","ARTIFICIAL CONCRETE WEIR","0.503","Australian Height Datum","0.000"
 "231214","PYRITES CREEK @ BACCHUS MARSH","PYRITES @ BACCHUS M."," 37�40'51.7""S","144�29'29.8""E","Australian Geodetic Datum 1966","278799.999","5826599.998","55","1960/05/10","","true","89.032","Werribee","SW","Melbourne Water CMA","88.238","95.36246","101","2017/11/03","1960/05/10","1.015","1964/10/08","Australian Map Grid 1966","ARTIFICIAL MEASURING WEIR","-0.007","Australian Height Datum","0.000"
 "231221","WERRIBEE RIVER @ MELTON RESERVOIR (HEAD GAUGE)","WERRIBEE @ MELTON"," 37�44'41.0""S","144�34'09.6""E","World Geodetic System 1984","285838.085","5819713.046","55","1916/07/26","","true","85.257","Werribee","SW,WQ","Melbourne Water CMA","0.000","1164.53761","","","","0.000","","Australian Map Grid 1966","ART. CONCRETE SPILLWAY WITH FLOOD GATES","82.560","Australian Height Datum","0.000"
 "231222","PYKES CREEK @ PYKES CREEK RESERVOIR (H.GAUGE)","PYKES @ PYKES RESERV"," 37�36'36.0""S","144�17'42.0""E","Australian Geodetic Datum 1966","261232.322","5833999.225","55","1911/10/01","","true","383.696","Werribee","SW,WQ","Melbourne Water CMA","0.000","120.00000","","","","0.000","","Australian Map Grid 1966","ARTIFICIAL CONCRETE SPILLWAY","0.000","Australian Height Datum","0.000"
 "231223","PYRITES CREEK @ MERRIMU RESERVOIR (HEAD GAUGE)","PYRITES @ MERRIMU"," 37�38'00.0""S","144�29'30.0""E","Australian Geodetic Datum 1966","278664.107","5831892.267","55","1969/09/26","","true","176.436","Werribee","SW,WQ","Melbourne Water CMA","0.000","82.63248","","","","0.000","","Australian Map Grid 1966","ARTIFICIAL CONCRETE SPILLWAY","174.100","Australian Height Datum","0.000"
 "231231","TOOLERN CREEK @ MELTON SOUTH","TOOLERN @ MELTON"," 37�43'40.7""S","144�34'44.3""E","World Geodetic System 1984","286641.236","5821593.912","55","1979/05/03","","true","88.957","Werribee","RF,SW,WQ","Melbourne Water CMA","87.031","95.00000","82","2006/02/03","1979/05/23","2.800","1985/12/10","Universal Transverse Mercator","ARTIFICIAL LOW PROFILE WEIR","0.100","Australian Height Datum","0.000"
 "231234","PARWAN CREEK @ PARWAN","PARWAN CK @ PARWAN"," 37�43'23.7""S","144�24'54.4""E","World Geodetic System 1984","272182.000","5821729.000","55","1994/03/21","","true","121.653","Werribee","RF,SW,WQ","Melbourne Water CMA","0.000","159.00000","26","2005/03/02","1994/08/03","0.714","2000/10/25","Universal Transverse Mercator","Artificial; concrete hump","0.098","Arbitrary","0.000"
 "231236","LONG GULLY CREEK @ BLACKWOOD","LONG GULLY BLACKWOOD"," 37�27'20.7""S","144�18'05.0""E","World Geodetic System 1984","261304.068","5851132.331","55","2002/12/18","","true","568.302","Werribee","SW","Melbourne Water CMA","0.000","10.15757","76","2025/11/07","2003/08/08","0.281","2016/07/26","Australian National Grid","Artificial; Concrete measuring section","0.100","Gauge Datum","0.000"
 "231260","OUTFALL SPRING @ MELTON TREATMENT PLANT (SURBITON PARK)","Outfall Spring @ MTP"," 37�45'24.1""S","144�34'55.8""E","Unknown","287005.031","5818411.168","55","2021/04/08","","true","58.380","Werribee","SW","Melbourne Water CMA","0.000","3.80967","1","2023/09/20","2023/09/20","0.311","2023/09/20","Unknown","Thin plate  79.6 Deg V-notch","0.100","Unknown","0.000"
 "231262","WERRIBEE RIVER @ D/S MELTON TREATMENT PLANT","Werribee R D/S MTP"," 37�47'17.9""S","144�35'22.3""E","Unknown","287744.561","5814920.070","55","2021/04/08","","true","47.423","Werribee","SW","Melbourne Water CMA","0.000","1286.06448","47","2026/03/03","2021/03/31","0.863","2025/02/03","Unknown","","0.000","Unknown","0.000"
 "231731","DJERRIWARRH OUTLET CHANNEL @ DJERRIWARRH RESERVOIR","Djerriwarrh O/Let"," 37�36'14.0""S","144�31'24.2""E","Unknown","281378.501","5835235.422","55","2021/11/16","","true","204.832","Werribee","SW","","0.000","26.65531","6","2026/04/01","2022/08/22","0.250","2022/08/22","Unknown","","0.000","Unknown","0.000"
 "232200","LITTLE RIVER @ LITTLE RIVER","LITTLE @ LITTLE"," 37�57'17.2""S","144�29'09.0""E","World Geodetic System 1984","279107.979","5796206.883","55","1887/05/16","","true","30.074","Moorabool","RF,SW,WQ","Melbourne Water CMA","24.475","415.76097","249","2025/12/04","1965/05/03","3.633","1995/11/06","Universal Transverse Mercator","ARTIFICIAL MEASURING WEIR","0.100","Australian Height Datum","0.000"
 "232201","MOORABOOL RIVER EAST BRANCH @ BOLWARRAH WEIR","MOORABOOL R E BRANCH"," 37�33'36.8""S","144�10'36.0""E","World Geodetic System 1984","250619.998","5839215.999","55","1908/08/11","","true","517.877","Moorabool","SW","Corangamite CMA","0.000","45.88468","125","2026/04/28","1998/12/21","0.510","2010/09/10","Universal Transverse Mercator","Artificial;low profile weir","0.108","Gauge Datum","0.000"
 "232202","MOORABOOL RIVER @ BATESFORD","MOORABOOL @ BATESFOR"," 38�05'21.5""S","144�16'43.1""E","World Geodetic System 1984","261340.248","5780764.372","55","1908/01/01","","true","23.325","Moorabool","SW,WQ","Corangamite CMA","17.110","1088.00000","502","2026/02/17","1908/06/20","5.255","1995/11/07","Universal Transverse Mercator","ARTIFICIAL CONCRETE WEIR","0.334","Australian Height Datum","0.000"
 "232204","MOORABOOL RIVER @ MORRISONS","MOORABOOL @ MORRISON"," 37�45'49.9""S","144�06'24.1""E","World Geodetic System 1984","245134.996","5816426.000","55","1906/05/20","","true","300.258","Moorabool","RF,SW,WQ","Corangamite CMA","297.501","586.13746","610","2026/04/28","1945/08/01","4.770","1995/11/06","Universal Transverse Mercator","ARTIFICIAL CONCRETE HUMP","0.007","Australian Height Datum","0.000"
 "232209","MOORABOOL RIVER @ SHEOAKS","MOORABOOL R SHEOAKS"," 37�53'49.2""S","144�07'26.9""E","World Geodetic System 1984","247125.996","5801699.000","55","1967/01/09","","true","187.998","Moorabool","SW","Corangamite CMA","0.000","786.73997","161","2026/03/26","1997/07/30","2.217","2022/10/26","Universal Transverse Mercator","Artificial;Rectangular knife edge","0.053","Unknown","0.000"
 "232210","MOORABOOL RIVER WEST BRANCH @ LAL LAL","MOORABOOL @ LAL LAL"," 37�38'35.4""S","144�02'31.9""E","World Geodetic System 1984","239028.002","5829646.000","55","1967/03/22","","true","471.494","Moorabool","RF,SW,WQ","Corangamite CMA","0.000","83.00000","318","2026/01/07","1967/05/22","1.032","1992/09/29","Universal Transverse Mercator","Artificial; Rectangular thin plate weir","0.250","Arbitrary","0.000"
 "232211","MOORABOOL RIVER WEST BRANCH @ MOUNT DORAN","MOORABOOL @ DORAN"," 37�42'41.0""S","144�05'38.8""E","World Geodetic System 1984","243845.001","5822217.000","55","1970/06/26","","true","334.889","Moorabool","SW,WQ","Corangamite CMA","0.000","292.00000","348","2026/04/30","1970/06/26","3.296","1993/09/20","Universal Transverse Mercator","ARTIFICIAL CONCRETE HUMP","0.000","Arbitrary","0.000"
 "232213","LAL LAL CREEK @ U/S OF BUNGAL DAM","LAL LAL @ BUNGAL DAM"," 37�39'16.9""S","144�02'01.9""E","Geodetic Datum of Australia 1994","238335.357","5828358.029","55","1977/06/06","","true","458.746","Moorabool","SW","Corangamite CMA","0.000","173.43248","165","2025/12/02","1977/12/01","1.320","2016/09/14","(unknown)","Artificial: Broad-crested concrete weir","0.200","Arbitrary","0.000"
 "232214","BLACK CREEK @ U/S OF BUNGAL DAM","BLACK @ BUNGAL DAM"," 37�37'47.4""S","144�03'44.5""E","World Geodetic System 1984","240761.879","5831181.811","55","1977/06/06","","true","479.712","Moorabool","SW","Corangamite CMA","0.000","11.31546","77","2025/12/02","1978/06/07","0.871","2016/09/13","Australian Map Grid 1966","Artificial: 120 deg V-notch weir","0.100","Arbitrary","0.000"
 "232215","WOOLLEN CREEK @ U/S OF BUNGAL DAM","WOOLLEN @ BUNGAL DAM"," 37�38'01.4""S","144�04'50.8""E","Australian Geodetic Datum 1966","242400.002","5830800.001","55","1977/06/06","","true","503.001","Moorabool","SW","Corangamite CMA","0.000","8.44940","73","2025/12/02","1978/06/07","0.589","2016/09/13","Australian Map Grid 1966","ART. CONCRETE WEIR RECT. KNIFE EDGE","0.100","Arbitrary","0.000"
 "232223","FRAWLEY CREEK @ U/S WILSON RESERVOIR","FRAWLEY CK WILSON RS"," 37�30'17.7""S","144�00'44.2""E","World Geodetic System 1984","235899.488","5844902.808","55","1995/06/20","","true","615.289","Moorabool","RF,SW","Corangamite CMA","0.000","2.49912","53","2025/12/03","1995/06/20","0.515","2016/09/14","Australian Map Grid 1966","Artificial; 120 deg V-notch weir","0.100","Arbitrary","0.000"
 "232227","MOORABOOL RIVER @ SHEOAKS DIVERSION WEIR","MOORABOOL R SHEOAKS"," 37�53'42.5""S","144�07'41.7""E","World Geodetic System 1984","247482.003","5801917.000","55","2000/07/25","","true","205.118","Moorabool","SW","Corangamite CMA","0.000","0.00000","4","2005/08/22","2002/01/24","0.287","2005/02/17","Universal Transverse Mercator","","0.200","Gauge Datum","0.000"
 "232231","EAST MOORABOOL RIVER @ KORWEINGUBOORA RESERVOIR P.D.R.","KORWEINGUBOORA PDR"," 37�30'31.3""S","144�09'08.2""E","World Geodetic System 1984","248292.000","5844868.000","55","2000/07/25","","true","574.969","Moorabool","SW","Corangamite CMA","0.000","0.41438","134","2026/04/28","1997/07/14","0.953","2022/11/21","Universal Transverse Mercator","Artificial Rectangle Knife Edge Weir","0.000","Unknown","0.000"
 "232232","EAST MOORABOOL RIVER @ BOSTOCK RES (COMPENSATION WEIR)","BOSTOCK RES COMPWEIR"," 37�36'25.9""S","144�11'17.8""E","World Geodetic System 1984","251802.001","5834033.000","55","2000/07/25","","true","472.839","Moorabool","SW","Corangamite CMA","0.000","0.00000","46","2017/10/13","1997/08/27","0.210","2017/06/22","Universal Transverse Mercator","Artificial; Cipolletti knife edge weir","0.000","Gauge Datum","0.000"
 "232233","PADDOCK CREEK @ INFLOW TO BOSTOCK RESERVOIR","PADDOCK C U/S BOSTOC"," 37�35'37.2""S","144�09'45.3""E","World Geodetic System 1984","249486.002","5835467.000","55","2000/08/04","","true","496.126","Moorabool","SW","Corangamite CMA","0.000","19.94783","106","2025/11/27","2001/08/24","0.187","2020/10/08","Universal Transverse Mercator","Artificial Rectangle Concrete Weir","0.000","Unknown","0.000"
 "232234","EAST MOORABOOL RIVER @ INFLOW TO BOSTOCK RESERVOIR","E MOORABOOL R BOSTOC"," 37�35'37.5""S","144�10'29.6""E","World Geodetic System 1984","250574.005","5835489.000","55","2000/08/04","","true","499.965","Moorabool","SW","Corangamite CMA","0.000","92.77261","118","2026/03/24","2001/08/17","0.493","2010/08/12","Universal Transverse Mercator","Artificial: Rectang. conc. with weir plt","0.048","Unknown","0.000"
 "232235","DEVIL CREEK @ U/S MOORABOOL RESERVOIR","DEVIL CK U/S M'BOOL"," 37�30'22.7""S","144�04'13.9""E","World Geodetic System 1984","241056.221","5844911.768","55","2001/05/09","","true","604.067","Moorabool","RF,SW","Corangamite CMA","0.000","8.32950","81","2025/12/03","2001/06/06","0.501","2016/09/16","Australian Map Grid 1966","Artificial:Rec. weir with knife edge","0.082","Arbitrary","0.000"
 "232236","WEST MOORABOOL RIVER @ U/S MOORABOOL RESERVOIR","WEST MOORABOOL R"," 37�29'43.0""S","144�04'37.2""E","Australian Geodetic Datum 1966","241588.399","5846154.744","55","2001/05/09","","true","607.967","Moorabool","SW","Corangamite CMA","0.000","11.95727","75","2026/04/30","2001/06/06","0.830","2016/09/14","Australian Map Grid 1966","Artificial: v-notch weir","0.007","Arbitrary","0.000"
 "232243","WHISKY CREEK @ WHISKY CREEK DIVERSION WEIR","WHISKY CK DIV. WEIR"," 37�32'15.3""S","144�04'29.6""E","Geodetic Datum of Australia 1994","241550.239","5841468.966","55","2011/11/22","","true","590.965","Moorabool","SW","Corangamite CMA","0.000","5.44421","8","2022/10/05","2016/07/27","0.740","2016/09/15","Universal Transverse Mercator","Artificial: Concrete with knife edge","0.500","Arbitrary","0.000"
 "232704","NO 2 INFLOW CHANNEL @ UPPER STONEY CREEK RESERVOIR","NO 2 I/FLOW CH STONY"," 37�48'50.8""S","144�11'25.5""E","World Geodetic System 1984","252677.999","5811074.000","55","2000/07/25","","true","364.436","Moorabool","SW","Corangamite CMA","0.000","4.77782","86","2025/12/17","1997/07/30","0.293","2010/10/13","Universal Transverse Mercator","Artificial; Cipolletti knife edge weir","0.000","Gauge Datum","0.000"
 "232705","BOSTOCK CHANNEL @ EGERTON ROAD","BOSTOCK CH EGERTON R"," 37�37'54.1""S","144�10'31.7""E","World Geodetic System 1984","250751.003","5831280.000","55","2000/07/25","","true","472.582","Moorabool","SW","Corangamite CMA","0.000","0.00000","90","2025/12/17","1997/07/30","0.730","1997/07/30","Universal Transverse Mercator","NA - Concrete Channel","0.000","Unknown","0.000"
 "232706","KORWEINGUBOORA OUTLET CHANNEL @ KORWEINGUBOORA RES","KORWEINGUBOORA O/LET"," 37�30'30.2""S","144�09'04.9""E","World Geodetic System 1984","248207.997","5844901.000","55","2000/07/25","","false","575.187","Moorabool","SW","Corangamite CMA","0.000","0.00000","88","2021/04/07","1998/01/29","0.690","2002/04/16","Universal Transverse Mercator","Artificial;V-notch & Cipolletti combined","0.000","Gauge Datum","0.000"
 "232708","BALLAN CHANNEL @ D/S CONFLUENCE WITH BOSTOCK CHANNEL","BALLAN CH D/S BOSTOC"," 37�40'24.1""S","144�12'17.7""E","World Geodetic System 1984","253490.002","5826734.000","55","2001/06/08","","true","453.399","Moorabool","SW","Corangamite CMA","0.000","0.00000","95","2025/12/17","2001/08/16","0.559","2016/09/14","Universal Transverse Mercator","Artificial Rectangle Knife Edge Weir","0.000","Unknown","0.000"
 "232709","BALLAN CHANNAL @ 26.1 KM GAUGE","BALLAN CH @ 26.1KM"," 37�44'38.4""S","144�10'46.8""E","World Geodetic System 1984","251497.999","5818827.999","55","2000/08/04","","true","420.018","Moorabool","SW","Corangamite CMA","0.000","0.00000","97","2025/12/17","2000/08/18","0.709","2016/09/14","Universal Transverse Mercator","","0.000","Unknown","0.000"
 "232710","BALLAN CHANNEL @ 35.3 KM GAUGE","BALLAN CH @ 35.3 KM"," 37�47'00.7""S","144�11'53.3""E","World Geodetic System 1984","253256.996","5814489.000","55","2000/08/04","","true","377.800","Moorabool","SW","Melbourne Water CMA","0.000","0.00000","99","2025/12/17","2000/08/18","0.379","2016/09/14","Universal Transverse Mercator","Artificial; Trapezoidal thin plate weir","0.000","Unknown","0.000"
 "232712","WILSON CHANNEL @ U/S BEALE'S RESERVOIR","WILSON CH U/S BEALES"," 37�31'57.6""S","144�01'01.2""E","Geodetic Datum of Australia 1994","236416.856","5841851.866","55","2010/05/18","","true","587.223","Moorabool","SW","Corangamite CMA","0.000","11.16514","52","2026/01/05","2010/07/02","0.385","2010/09/10","Universal Transverse Mercator","Natural: Bluestone channel bed & banks","0.007","Unknown","0.000"
 "232713","BEALE CHANNEL @ BULLY PARK","BEALE CH BULLY PARK"," 37�32'50.6""S","144�01'35.9""E","Geodetic Datum of Australia 1994","237320.552","5840246.270","55","2010/05/11","","true","581.683","Moorabool","SW","Corangamite CMA","0.000","0.00000","36","2025/11/05","2011/04/05","0.360","2023/02/01","Universal Transverse Mercator","Natural;Bluestone channel bed & banks","-0.002","Arbitrary","0.000"
 "232714","MOORABOOL CHANNEL @ BULLY PARK","MOORABOOL C BULLY PK"," 37�32'54.8""S","144�01'34.1""E","Geodetic Datum of Australia 1994","237279.656","5840115.072","55","2010/05/11","","true","576.643","Moorabool","SW","Corangamite CMA","0.000","0.00000","42","2025/11/26","2010/08/04","0.425","2018/10/18","Universal Transverse Mercator","Artificial: Trapezoidal weir plate","0.000","Arbitrary","0.000"
 "232715","MOORABOOL CHANNEL @ BUNGAREE","MOORABOOL C BUNGAREE"," 37�33'01.6""S","143�59'16.0""E","Geodetic Datum of Australia 1994","763943.740","5839866.272","54","2010/05/26","","true","560.192","Moorabool","SW","Corangamite CMA","0.000","0.00000","48","2025/11/05","2010/07/14","0.500","2019/08/26","Universal Transverse Mercator","Natural:Bluestoned channel bed & banks","-0.006","Arbitrary","0.000"
 "233200","BARWON RIVER @ POLLOCKSFORD","BARWON POLLOCKSFORD"," 38�08'36.2""S","144�11'13.6""E","World Geodetic System 1984","253491.999","5774520.999","55","1906/07/01","","true","28.681","Barwon","RF,SW,WQ","Corangamite CMA","24.074","3261.88330","420","2026/02/17","1908/02/25","8.998","1995/11/07","Universal Transverse Mercator","ARTIFICIAL CONCRETE HUMP","0.118","Australian Height Datum","0.000"
 "233201","BARWON RIVER @ WINCHELSEA","BARWON WINCHELSEA"," 38�14'30.4""S","143�59'30.2""E","Geodetic Datum of Australia 1994","761829.600","5763126.300","54","1922/02/16","","true","83.173","Barwon","SW,WQ","Corangamite CMA","0.000","1093.84987","376","2026/03/05","1922/02/16","4.911","2016/09/15","Universal Transverse Mercator","NATURAL: SAND AND BOULDERS","0.114","Arbitrary","0.000"
 "233211","BIRREGURRA CREEK @ RICKETTS MARSH","BIRREGURRA @ RICKETT"," 38�17'45.8""S","143�50'18.0""E","World Geodetic System 1984","748217.002","5757511.000","54","1953/06/19","","true","99.915","Barwon","SW,WQ","Corangamite CMA","98.907","87.70000","290","2023/08/17","1953/05/07","1.075","1986/10/23","Universal Transverse Mercator","ARTIFICIAL: CONCRETE HUMP","0.100","Australian Height Datum","0.000"
 "233213","LEIGH RIVER @ SHELFORD","LEIGH @ SHELFORD"," 38�00'49.9""S","143�58'38.1""E","World Geodetic System 1984","761375.281","5788449.040","54","1954/05/12","","true","84.799","Barwon","RF,SW","Corangamite CMA","0.000","839.00000","131","2026/04/27","1954/05/06","7.800","2022/10/14","Universal Transverse Mercator","NATURAL SAND","0.000","Unknown","0.000"
 "233214","BARWON RIVER EAST BRANCH @ FORREST","BARWON @ FORREST"," 38�31'43.4""S","143�43'49.5""E","Unknown","738012.200","5731971.200","54","1955/05/27","","true","195.133","Barwon","SW,WQ","Corangamite CMA","0.000","15.78272","428","2026/04/22","1949/07/27","2.560","1949/10/24","Unknown","ARTIFICIAL 140* V NOTCH WEIR","0.100","Arbitrary","0.000"
 "233215","LEIGH RIVER @ MOUNT MERCER","LEIGH @ MERCER"," 37�48'38.5""S","143�55'06.4""E","World Geodetic System 1984","756918.003","5811162.000","54","1956/10/11","","true","289.994","Barwon","RF,SW,WQ","Corangamite CMA","0.000","593.00000","505","2026/04/27","1956/06/18","3.581","1962/09/24","Universal Transverse Mercator","ARTIFICIAL LOW PROFILE WEIR","0.100","Arbitrary","0.000"
 "233217","BARWON RIVER @ GEELONG","BARWON @ GEELONG"," 38�09'49.0""S","144�20'48.8""E","World Geodetic System 1984","267562.001","5772691.000","55","1960/11/18","","true","1.992","Barwon","SW,WQ","Corangamite CMA","0.000","3925.00000","95","2025/11/06","1956/11/08","4.054","1973/02/07","Universal Transverse Mercator","Natural","0.819","Arbitrary","0.000"
 "233218","BARWON RIVER @ INVERLEIGH","BARWON @ INVERLEIGH"," 38�08'57.3""S","143�59'25.3""E","World Geodetic System 1984","762041.998","5773384.000","54","1961/03/15","","true","61.814","Barwon","RF,SW,WQ","Corangamite CMA","62.848","1674.05899","505","2026/03/11","1961/03/15","5.535","1995/11/07","Universal Transverse Mercator","ARTIFICIAL ROCK AND CONCRETE WEIR","0.040","Australian Height Datum","0.000"
 "233223","WARRAMBINE CREEK @ WARRAMBINE","WARRAMBINE @ WARRAMB"," 37�55'43.1""S","143�51'58.7""E","World Geodetic System 1984","751925.004","5798213.000","54","1970/06/02","","true","182.025","Barwon","RF,SW,WQ","Corangamite CMA","0.000","57.00000","152","2025/10/27","1970/10/05","1.077","2003/10/02","Universal Transverse Mercator","Artificial:90 deg. V-notch weir","0.100","Arbitrary","0.000"
 "233224","BARWON RIVER @ RICKETTS MARSH","BARWON @ RICKETTS"," 38�19'30.8""S","143�50'00.8""E","World Geodetic System 1984","747700.000","5754286.000","54","1971/07/27","","true","100.897","Barwon","RF,SW,WQ","Corangamite CMA","96.823","573.72009","367","2026/04/08","1971/08/26","6.674","2012/06/05","Universal Transverse Mercator","Artificial:Low profile weir &R/B fishway","0.240","Australian Height Datum","0.000"
 "233228","BOUNDARY CREEK @ YEODENE","BOUNDARY @ YEODENE"," 38�25'16.5""S","143�42'39.5""E","World Geodetic System 1984","736670.000","5743949.000","54","1979/06/23","","true","132.983","Barwon","SW,WQ","Corangamite CMA","0.000","39.00000","242","2026/04/21","1985/03/28","0.860","1991/08/16","Universal Transverse Mercator","ARTIFICIAL CONCRETE MEASURING SECTION","0.117","Arbitrary","0.000"
 "233229","BOUNDARY CREEK @ D/S OF MCDONALDS DAM","BOUNDARY @ MCDONALD"," 38�24'31.6""S","143�40'54.6""E","Geodetic Datum of Australia 1994","734163.998","5745422.900","54","1989/12/04","","true","162.806","Barwon","SW","Corangamite CMA","0.000","26.81647","123","2026/04/22","1990/04/05","0.930","1993/11/04","(unknown)","Artificial; New Culvert Installed -  (Previously Steel pipe under road)","0.000","Arbitrary","0.000"
 "233231","BOUNDARY CREEK @ U/S OF MCDONALDS DAM","BOUNDARY @ MCDONALDS"," 38�24'13.2""S","143�40'29.0""E","World Geodetic System 1984","733561.299","5745991.700","54","1989/12/04","","true","170.341","Barwon","SW","Corangamite CMA","0.000","25.10071","117","2026/04/22","1990/02/06","0.689","1993/11/04","Unknown","Artificial: Concrete with V-notch weir","0.100","Arbitrary","0.000"
 "233240","MATTHEWS CREEK @ CHANNEL OFFTAKE","MATTHEWS CK @ O/TAKE"," 38�25'54.9""S","143�50'07.9""E","Geodetic Datum of Australia 1994","747508.101","5742453.817","54","2000/08/02","","true","164.764","Barwon","SW","Corangamite CMA","0.000","18.60000","123","2025/11/13","1998/11/12","1.775","2011/07/22","Universal Transverse Mercator","Artificial:Four gates","0.000","Arbitrary","0.000"
 "233245","WEST BARWON RIVER @ COMPENSATION WEIR SPILLWAY","WEST BARWON COMP WER"," 38�31'37.6""S","143�43'24.0""E","World Geodetic System 1984","737400.005","5732167.000","54","2000/09/01","","true","162.762","Barwon","SW","Corangamite CMA","0.000","51.00000","90","2026/04/24","1998/09/29","0.988","2022/11/22","Universal Transverse Mercator","Artificial:Rectangular knife edge weir","0.000","Gauge Datum","0.000"
