Date,Reservoir,Value,System
31/7/2015,Hume (Vic share),515000,Murray
31/8/2015,Hume (Vic share),705000,Murray
30/9/2015,Hume (Vic share),781000,Murray
31/10/2015,Hume (Vic share),762000,Murray
30/11/2015,Hume (Vic share),677000,Murray
31/12/2015,Hume (Vic share),602000,Murray
31/1/2016,Hume (Vic share),560000,Murray
29/2/2016,Hume (Vic share),484800,Murray
31/3/2016,Hume (Vic share),406000,Murray
30/4/2016,Hume (Vic share),292000,Murray
31/5/2016,Hume (Vic share),378000,Murray
30/6/2016,Hume (Vic share),585000,Murray
31/7/2016,Hume (Vic share),1001000,Murray
31/8/2016,Hume (Vic share),1360000,Murray
30/9/2016,Hume (Vic share),1453000,Murray
31/10/2016,Hume (Vic share),1486000,Murray
30/11/2016,Hume (Vic share),1472000,Murray
31/12/2016,Hume (Vic share),1442000,Murray
31/1/2017,Hume (Vic share),1436000,Murray
28/2/2017,Hume (Vic share),1365000,Murray
31/3/2017,Hume (Vic share),1279000,Murray
30/4/2017,Hume (Vic share),1228000,Murray
31/5/2017,Hume (Vic share),1213000,Murray
30/6/2017,Hume (Vic share),1273000,Murray
31/7/2017,Hume (Vic share),1346000,Murray
31/8/2017,Hume (Vic share),1503000,Murray
30/9/2017,Hume (Vic share),1503000,Murray
31/10/2017,Hume (Vic share),1437000,Murray
30/11/2017,Hume (Vic share),1323200,Murray
31/12/2017,Hume (Vic share),1266700,Murray
31/1/2018,Hume (Vic share),1135000,Murray
28/2/2018,Hume (Vic share),973000,Murray
31/3/2018,Hume (Vic share),814000,Murray
30/4/2018,Hume (Vic share),683400,Murray
31/5/2018,Hume (Vic share),713000,Murray
30/6/2018,Hume (Vic share),804700,Murray
31/7/2018,Hume (Vic share),845800,Murray
31/8/2018,Hume (Vic share),988000,Murray
30/9/2018,Hume (Vic share),992000,Murray
31/10/2018,Hume (Vic share),859000,Murray
30/11/2018,Hume (Vic share),859000,Murray
31/12/2018,Hume (Vic share),587000,Murray
31/1/2019,Hume (Vic share),476000,Murray
28/2/2019,Hume (Vic share),412000,Murray
31/3/2019,Hume (Vic share),224000,Murray
30/4/2019,Hume (Vic share),80000,Murray
31/5/2019,Hume (Vic share),110000,Murray
30/6/2019,Hume (Vic share),273000,Murray
31/7/2019,Hume (Vic share),517000,Murray
31/8/2019,Hume (Vic share),656000,Murray
30/9/2019,Hume (Vic share),626000,Murray
31/10/2019,Hume (Vic share),583000,Murray
30/11/2019,Hume (Vic share),507000,Murray
31/12/2019,Hume (Vic share),354000,Murray
31/1/2020,Hume (Vic share),476000,Murray
29/2/2020,Hume (Vic share),251000,Murray
31/3/2020,Hume (Vic share),196000,Murray
30/4/2020,Hume (Vic share),194000,Murray
31/5/2020,Hume (Vic share),375000,Murray
30/6/2020,Hume (Vic share),547000,Murray
31/7/2020,Hume (Vic share),722000,Murray
31/8/2020,Hume (Vic share),904000,Murray
30/9/2020,Hume (Vic share),978000,Murray
31/10/2020,Hume (Vic share),1153000,Murray
30/11/2020,Hume (Vic share),1140000,Murray
31/12/2020,Hume (Vic share),1015000,Murray
31/1/2021,Hume (Vic share),843000,Murray
28/2/2021,Hume (Vic share),829000,Murray
31/3/2021,Hume (Vic share),752000,Murray
30/4/2021,Hume (Vic share),638000,Murray
31/5/2021,Hume (Vic share),713500,Murray
30/6/2021,Hume (Vic share),831900,Murray
31/7/2021,Hume (Vic share),1197200,Murray
31/8/2021,Hume (Vic share),1407800,Murray
30/9/2021,Hume (Vic share),1457800,Murray
31/10/2021,Hume (Vic share),1460000,Murray
30/11/2021,Hume (Vic share),1493100,Murray
31/12/2021,Hume (Vic share),1471400,Murray
31/1/2022,Hume (Vic share),1482900,Murray
28/2/2022,Hume (Vic share),1465200,Murray
31/3/2022,Hume (Vic share),1475600,Murray
30/4/2022,Hume (Vic share),1502500,Murray
31/5/2022,Hume (Vic share),1384000,Murray
30/6/2022,Hume (Vic share),1411500,Murray
31/7/2022,Hume (Vic share),1385600,Murray
31/8/2022,Hume (Vic share),1446600,Murray
30/9/2022,Hume (Vic share),1448000,Murray
31/10/2022,Hume (Vic share),1421000,Murray
30/11/2022,Hume (Vic share),1450900,Murray
31/12/2022,Hume (Vic share),1481300,Murray
31/1/2023,Hume (Vic share),1493000,Murray
28/2/2023,Hume (Vic share),1475400,Murray
31/3/2023,Hume (Vic share),1500400,Murray
30/4/2023,Hume (Vic share),1367800,Murray
31/5/2023,Hume (Vic share),1370300,Murray
30/6/2023,Hume (Vic share),1456100,Murray
31/7/2023,Hume (Vic share),1429900,Murray
31/8/2023,Hume (Vic share),1479800,Murray
30/9/2023,Hume (Vic share),1421900,Murray
31/10/2023,Hume (Vic share),1427800,Murray
30/11/2023,Hume (Vic share),1338000,Murray
31/12/2023,Hume (Vic share),1313900,Murray
31/1/2024,Hume (Vic share),1334300,Murray
29/2/2024,Hume (Vic share),1232500,Murray
31/3/2024,Hume (Vic share),1070800,Murray
30/4/2024,Hume (Vic share),1027300,Murray
31/5/2024,Hume (Vic share),1067600,Murray
30/6/2024,Hume (Vic share),1127500,Murray
31/7/2024,Hume (Vic share),1253400,Murray
31/8/2024,Hume (Vic share),1344800,Murray
30/9/2024,Hume (Vic share),1285100,Murray
31/10/2024,Hume (Vic share),1109000,Murray
30/11/2024,Hume (Vic share),987700,Murray
31/12/2024,Hume (Vic share),949000,Murray
31/1/2025,Hume (Vic share),659800,Murray
28/2/2025,Hume (Vic share),515700,Murray
31/3/2025,Hume (Vic share),386100,Murray
30/4/2025,Hume (Vic share),328700,Murray
31/5/2025,Hume (Vic share),423900,Murray
30/6/2025,Hume (Vic share),583100,Murray
31/7/2025,Hume (Vic share),695100,Murray
31/8/2025,Hume (Vic share),790800,Murray
30/9/2025,Hume (Vic share),868900,Murray
31/1/2010,Victoria (Vic share),181430,Murray
28/2/2010,Victoria (Vic share),114310,Murray
31/3/2010,Victoria (Vic share),207210,Murray
30/4/2010,Victoria (Vic share),169360,Murray
31/5/2010,Victoria (Vic share),121800,Murray
30/6/2010,Victoria (Vic share),130000,Murray
31/7/2010,Victoria (Vic share),200180,Murray
31/8/2010,Victoria (Vic share),338500,Murray
30/9/2010,Victoria (Vic share),338500,Murray
31/10/2010,Victoria (Vic share),308890,Murray
30/11/2010,Victoria (Vic share),294000,Murray
31/12/2010,Victoria (Vic share),215600,Murray
31/1/2011,Victoria (Vic share),233150,Murray
28/2/2011,Victoria (Vic share),240000,Murray
31/3/2011,Victoria (Vic share),225670,Murray
30/4/2011,Victoria (Vic share),225670,Murray
31/5/2011,Victoria (Vic share),187470,Murray
30/6/2011,Victoria (Vic share),240600,Murray
31/7/2011,Victoria (Vic share),236910,Murray
31/8/2011,Victoria (Vic share),231000,Murray
30/9/2011,Victoria (Vic share),287000,Murray
31/10/2011,Victoria (Vic share),321990,Murray
30/11/2011,Victoria (Vic share),329220,Murray
31/12/2011,Victoria (Vic share),293600,Murray
31/1/2012,Victoria (Vic share),279700,Murray
29/2/2012,Victoria (Vic share),234220,Murray
31/3/2012,Victoria (Vic share),241450,Murray
30/4/2012,Victoria (Vic share),179790,Murray
31/5/2012,Victoria (Vic share),178770,Murray
30/6/2012,Victoria (Vic share),240680,Murray
31/7/2012,Victoria (Vic share),223010,Murray
31/8/2012,Victoria (Vic share),260450,Murray
30/9/2012,Victoria (Vic share),331820,Murray
31/10/2012,Victoria (Vic share),334060,Murray
30/11/2012,Victoria (Vic share),301890,Murray
31/12/2012,Victoria (Vic share),221550,Murray
31/1/2013,Victoria (Vic share),240820,Murray
28/2/2013,Victoria (Vic share),225610,Murray
31/3/2013,Victoria (Vic share),132440,Murray
30/4/2013,Victoria (Vic share),128540,Murray
31/5/2013,Victoria (Vic share),178060,Murray
30/6/2013,Victoria (Vic share),247940,Murray
31/7/2013,Victoria (Vic share),299450,Murray
31/8/2013,Victoria (Vic share),290000,Murray
30/9/2013,Victoria (Vic share),317800,Murray
31/10/2013,Victoria (Vic share),334060,Murray
30/11/2013,Victoria (Vic share),336260,Murray
31/12/2013,Victoria (Vic share),263930,Murray
31/1/2014,Victoria (Vic share),266420,Murray
28/2/2014,Victoria (Vic share),232000,Murray
31/3/2014,Victoria (Vic share),206000,Murray
30/4/2014,Victoria (Vic share),177030,Murray
31/5/2014,Victoria (Vic share),186420,Murray
30/6/2014,Victoria (Vic share),248720,Murray
31/7/2014,Victoria (Vic share),287000,Murray
31/8/2014,Victoria (Vic share),335000,Murray
30/9/2014,Victoria (Vic share),334060,Murray
31/10/2014,Victoria (Vic share),302550,Murray
30/11/2014,Victoria (Vic share),237000,Murray
31/12/2014,Victoria (Vic share),200000,Murray
31/1/2015,Victoria (Vic share),200000,Murray
28/2/2015,Victoria (Vic share),84000,Murray
31/3/2015,Victoria (Vic share),60000,Murray
30/4/2015,Victoria (Vic share),104000,Murray
31/5/2015,Victoria (Vic share),144000,Murray
30/6/2015,Victoria (Vic share),236000,Murray
31/7/2015,Victoria (Vic share),250000,Murray
31/8/2015,Victoria (Vic share),328000,Murray
30/9/2015,Victoria (Vic share),339000,Murray
31/10/2015,Victoria (Vic share),245000,Murray
30/11/2015,Victoria (Vic share),250000,Murray
31/12/2015,Victoria (Vic share),211000,Murray
31/1/2016,Victoria (Vic share),191000,Murray
29/2/2016,Victoria (Vic share),79600,Murray
31/3/2016,Victoria (Vic share),85000,Murray
30/4/2016,Victoria (Vic share),80000,Murray
31/5/2016,Victoria (Vic share),130000,Murray
30/6/2016,Victoria (Vic share),215000,Murray
31/7/2016,Victoria (Vic share),304000,Murray
31/8/2016,Victoria (Vic share),289000,Murray
30/9/2016,Victoria (Vic share),270000,Murray
31/10/2016,Victoria (Vic share),287000,Murray
30/11/2016,Victoria (Vic share),317000,Murray
31/12/2016,Victoria (Vic share),309000,Murray
31/1/2017,Victoria (Vic share),222000,Murray
28/2/2017,Victoria (Vic share),202000,Murray
31/3/2017,Victoria (Vic share),124200,Murray
30/4/2017,Victoria (Vic share),133600,Murray
31/5/2017,Victoria (Vic share),189000,Murray
30/6/2017,Victoria (Vic share),204000,Murray
31/7/2017,Victoria (Vic share),244000,Murray
31/8/2017,Victoria (Vic share),285000,Murray
30/9/2017,Victoria (Vic share),227000,Murray
31/10/2017,Victoria (Vic share),322000,Murray
30/11/2017,Victoria (Vic share),302300,Murray
31/12/2017,Victoria (Vic share),337100,Murray
31/1/2018,Victoria (Vic share),309000,Murray
28/2/2018,Victoria (Vic share),246000,Murray
31/3/2018,Victoria (Vic share),129000,Murray
30/4/2018,Victoria (Vic share),87000,Murray
31/5/2018,Victoria (Vic share),143000,Murray
30/6/2018,Victoria (Vic share),199000,Murray
31/7/2018,Victoria (Vic share),180370,Murray
31/8/2018,Victoria (Vic share),218000,Murray
30/9/2018,Victoria (Vic share),226000,Murray
31/10/2018,Victoria (Vic share),222000,Murray
30/11/2018,Victoria (Vic share),222000,Murray
31/12/2018,Victoria (Vic share),218000,Murray
31/1/2019,Victoria (Vic share),139000,Murray
28/2/2019,Victoria (Vic share),107000,Murray
31/3/2019,Victoria (Vic share),70000,Murray
30/4/2019,Victoria (Vic share),59000,Murray
31/5/2019,Victoria (Vic share),127000,Murray
30/6/2019,Victoria (Vic share),159000,Murray
31/7/2019,Victoria (Vic share),216000,Murray
31/8/2019,Victoria (Vic share),339000,Murray
30/9/2019,Victoria (Vic share),339000,Murray
31/10/2019,Victoria (Vic share),213000,Murray
30/11/2019,Victoria (Vic share),216000,Murray
31/12/2019,Victoria (Vic share),154000,Murray
31/1/2020,Victoria (Vic share),139000,Murray
29/2/2020,Victoria (Vic share),77000,Murray
31/3/2020,Victoria (Vic share),70000,Murray
30/4/2020,Victoria (Vic share),80000,Murray
31/5/2020,Victoria (Vic share),200000,Murray
30/6/2020,Victoria (Vic share),299000,Murray
31/7/2020,Victoria (Vic share),316000,Murray
31/8/2020,Victoria (Vic share),323000,Murray
30/9/2020,Victoria (Vic share),335000,Murray
31/10/2020,Victoria (Vic share),339000,Murray
30/11/2020,Victoria (Vic share),339000,Murray
31/12/2020,Victoria (Vic share),192000,Murray
31/1/2021,Victoria (Vic share),111000,Murray
28/2/2021,Victoria (Vic share),70000,Murray
31/3/2021,Victoria (Vic share),27000,Murray
30/4/2021,Victoria (Vic share),36000,Murray
31/5/2021,Victoria (Vic share),116200,Murray
30/6/2021,Victoria (Vic share),190600,Murray
31/7/2021,Victoria (Vic share),310100,Murray
31/8/2021,Victoria (Vic share),322400,Murray
30/9/2021,Victoria (Vic share),313000,Murray
31/10/2021,Victoria (Vic share),328000,Murray
30/11/2021,Victoria (Vic share),310100,Murray
31/12/2021,Victoria (Vic share),272200,Murray
31/1/2022,Victoria (Vic share),257800,Murray
28/2/2022,Victoria (Vic share),276200,Murray
31/3/2022,Victoria (Vic share),229400,Murray
30/4/2022,Victoria (Vic share),180100,Murray
31/5/2022,Victoria (Vic share),180300,Murray
30/6/2022,Victoria (Vic share),192800,Murray
31/7/2022,Victoria (Vic share),208300,Murray
31/8/2022,Victoria (Vic share),199500,Murray
30/9/2022,Victoria (Vic share),282700,Murray
31/10/2022,Victoria (Vic share),276000,Murray
30/11/2022,Victoria (Vic share),276800,Murray
31/12/2022,Victoria (Vic share),275800,Murray
31/1/2023,Victoria (Vic share),253400,Murray
28/2/2023,Victoria (Vic share),227500,Murray
31/3/2023,Victoria (Vic share),194300,Murray
30/4/2023,Victoria (Vic share),189000,Murray
31/5/2023,Victoria (Vic share),197600,Murray
30/6/2023,Victoria (Vic share),267600,Murray
31/7/2023,Victoria (Vic share),239800,Murray
31/8/2023,Victoria (Vic share),279500,Murray
30/9/2023,Victoria (Vic share),327800,Murray
31/10/2023,Victoria (Vic share),316600,Murray
30/11/2023,Victoria (Vic share),294900,Murray
31/12/2023,Victoria (Vic share),298800,Murray
31/1/2024,Victoria (Vic share),318400,Murray
29/2/2024,Victoria (Vic share),274500,Murray
31/3/2024,Victoria (Vic share),146100,Murray
30/4/2024,Victoria (Vic share),104000,Murray
31/5/2024,Victoria (Vic share),114100,Murray
30/6/2024,Victoria (Vic share),179700,Murray
31/7/2024,Victoria (Vic share),218700,Murray
31/8/2024,Victoria (Vic share),254000,Murray
30/9/2024,Victoria (Vic share),377500,Murray
31/10/2024,Victoria (Vic share),297500,Murray
30/11/2024,Victoria (Vic share),294200,Murray
31/12/2024,Victoria (Vic share),322600,Murray
31/1/2025,Victoria (Vic share),225400,Murray
28/2/2025,Victoria (Vic share),192300,Murray
31/3/2025,Victoria (Vic share),114600,Murray
30/4/2025,Victoria (Vic share),100600,Murray
31/5/2025,Victoria (Vic share),198600,Murray
30/6/2025,Victoria (Vic share),205300,Murray
31/7/2025,Victoria (Vic share),217600,Murray
31/8/2025,Victoria (Vic share),291800,Murray
30/9/2025,Victoria (Vic share),255100,Murray
31/7/2012,Lake Boga,32001,Murray
31/8/2012,Lake Boga,32001,Murray
30/9/2012,Lake Boga,31259,Murray
31/10/2012,Lake Boga,32001,Murray
30/11/2012,Lake Boga,30704,Murray
31/12/2012,Lake Boga,28815,Murray
31/1/2013,Lake Boga,26511,Murray
28/2/2013,Lake Boga,24274,Murray
31/3/2013,Lake Boga,24386,Murray
30/4/2013,Lake Boga,21820,Murray
31/5/2013,Lake Boga,21968,Murray
30/6/2013,Lake Boga,21873,Murray
31/7/2013,Lake Boga,42514,Murray
31/8/2013,Lake Boga,28663,Murray
30/9/2013,Lake Boga,31934,Murray
31/10/2013,Lake Boga,30919,Murray
30/11/2013,Lake Boga,29313,Murray
31/12/2013,Lake Boga,27877,Murray
31/1/2014,Lake Boga,25529,Murray
28/2/2014,Lake Boga,22043,Murray
31/3/2014,Lake Boga,20052,Murray
30/4/2014,Lake Boga,24017,Murray
31/5/2014,Lake Boga,29861,Murray
30/6/2014,Lake Boga,29568,Murray
31/7/2014,Lake Boga,29389,Murray
31/8/2014,Lake Boga,30196,Murray
30/9/2014,Lake Boga,29943,Murray
31/10/2014,Lake Boga,28471,Murray
30/11/2014,Lake Boga,26961,Murray
31/12/2014,Lake Boga,24870,Murray
31/1/2015,Lake Boga,21263,Murray
28/2/2015,Lake Boga,19715,Murray
31/3/2015,Lake Boga,19796,Murray
30/4/2015,Lake Boga,19852,Murray
31/5/2015,Lake Boga,19852,Murray
30/6/2015,Lake Boga,19879,Murray
31/7/2015,Lake Boga,17149,Murray
31/8/2015,Lake Boga,21986,Murray
30/9/2015,Lake Boga,25233,Murray
31/10/2015,Lake Boga,23912,Murray
30/11/2015,Lake Boga,22406,Murray
31/12/2015,Lake Boga,20525,Murray
31/1/2016,Lake Boga,18128,Murray
29/2/2016,Lake Boga,16528,Murray
31/3/2016,Lake Boga,15029,Murray
30/4/2016,Lake Boga,14284,Murray
31/5/2016,Lake Boga,17950,Murray
30/6/2016,Lake Boga,18128,Murray
31/7/2016,Lake Boga,24152,Murray
31/8/2016,Lake Boga,29844,Murray
30/9/2016,Lake Boga,31859,Murray
31/10/2016,Lake Boga,30918,Murray
30/11/2016,Lake Boga,34417,Murray
31/12/2016,Lake Boga,35450,Murray
31/1/2017,Lake Boga,33681,Murray
28/2/2017,Lake Boga,32209,Murray
31/3/2017,Lake Boga,30949,Murray
30/4/2017,Lake Boga,30592,Murray
31/5/2017,Lake Boga,30466,Murray
30/6/2017,Lake Boga,30276,Murray
31/7/2017,Lake Boga,30104,Murray
31/8/2017,Lake Boga,30150,Murray
30/9/2017,Lake Boga,30759,Murray
31/10/2017,Lake Boga,36234,Murray
30/11/2017,Lake Boga,36827,Murray
31/12/2017,Lake Boga,37165,Murray
31/1/2018,Lake Boga,37186,Murray
28/2/2018,Lake Boga,29678,Murray
31/3/2018,Lake Boga,28982,Murray
30/4/2018,Lake Boga,28056,Murray
31/5/2018,Lake Boga,27806,Murray
30/6/2018,Lake Boga,27491,Murray
31/7/2018,Lake Boga,28101,Murray
31/8/2018,Lake Boga,28880,Murray
30/9/2018,Lake Boga,31520.196,Murray
31/10/2018,Lake Boga,32688,Murray
30/11/2018,Lake Boga,33841,Murray
31/12/2018,Lake Boga,35236,Murray
31/1/2019,Lake Boga,33645,Murray
28/2/2019,Lake Boga,32027,Murray
31/3/2019,Lake Boga,28784,Murray
30/4/2019,Lake Boga,26973,Murray
31/5/2019,Lake Boga,27060.504,Murray
30/6/2019,Lake Boga,27060.504,Murray
31/7/2019,Lake Boga,27022.71,Murray
31/8/2019,Lake Boga,28080.942,Murray
30/9/2019,Lake Boga,31784.754,Murray
31/10/2019,Lake Boga,33069.75,Murray
30/11/2019,Lake Boga,31482.402,Murray
31/12/2019,Lake Boga,31066.668,Murray
31/1/2020,Lake Boga,27740.796,Murray
29/2/2020,Lake Boga,26077.86,Murray
31/3/2020,Lake Boga,24906.246,Murray
30/4/2020,Lake Boga,24717.276,Murray
31/5/2020,Lake Boga,28685.646,Murray
30/6/2020,Lake Boga,30424.17,Murray
31/7/2020,Lake Boga,30159.612,Murray
31/8/2020,Lake Boga,30537.552,Murray
30/9/2020,Lake Boga,31217.844,Murray
31/10/2020,Lake Boga,32578.428,Murray
30/11/2020,Lake Boga,34846.068,Murray
31/12/2020,Lake Boga,33258.72,Murray
31/1/2021,Lake Boga,30537.552,Murray
28/2/2021,Lake Boga,28269.912,Murray
31/3/2021,Lake Boga,27136.092,Murray
30/4/2021,Lake Boga,26229.036,Murray
31/5/2021,Lake Boga,26002.272,Murray
30/6/2021,Lake Boga,26002.272,Murray
31/7/2021,Lake Boga,26002.272,Murray
31/8/2021,Lake Boga,29214.762,Murray
30/9/2021,Lake Boga,32616.222,Murray
31/10/2021,Lake Boga,33069.75,Murray
30/11/2021,Lake Boga,32162.694,Murray
31/12/2021,Lake Boga,30348.582,Murray
31/1/2022,Lake Boga,31671.372,Murray
28/2/2022,Lake Boga,31935.93,Murray
31/3/2022,Lake Boga,30764.316,Murray
30/4/2022,Lake Boga,30461.964,Murray
31/5/2022,Lake Boga,30348.582,Murray
30/6/2022,Lake Boga,30310.788,Murray
31/7/2022,Lake Boga,30046.23,Murray
31/8/2022,Lake Boga,30046.23,Murray
30/9/2022,Lake Boga,30272.994,Murray
31/10/2022,Lake Boga,30953.286,Murray
30/11/2022,Lake Boga,36017.682,Murray
31/12/2022,Lake Boga,36471.21,Murray
31/1/2023,Lake Boga,34052.394,Murray
28/2/2023,Lake Boga,32842.986,Murray
31/3/2023,Lake Boga,31557.99,Murray
30/4/2023,Lake Boga,31671.372,Murray
31/5/2023,Lake Boga,31180.05,Murray
30/6/2023,Lake Boga,31482.402,Murray
31/7/2023,Lake Boga,31482.402,Murray
31/8/2023,Lake Boga,33825.63,Murray
30/9/2023,Lake Boga,35450.772,Murray
31/10/2023,Lake Boga,34430.334,Murray
30/11/2023,Lake Boga,33485.484,Murray
31/12/2023,Lake Boga,32578.428,Murray
31/1/2024,Lake Boga,33863.424,Murray
29/2/2024,Lake Boga,32124.9,Murray
31/3/2024,Lake Boga,30461.964,Murray
30/4/2024,Lake Boga,29819,Murray
31/5/2024,Lake Boga,29025.792,Murray
30/6/2024,Lake Boga,29025.792,Murray
31/7/2024,Lake Boga,28950.204,Murray
31/8/2024,Lake Boga,29857.26,Murray
30/9/2024,Lake Boga,31633.578,Murray
31/10/2024,Lake Boga,31142.256,Murray
30/11/2024,Lake Boga,33523.278,Murray
31/12/2024,Lake Boga,34392.54,Murray
31/1/2025,Lake Boga,32238.282,Murray
28/2/2025,Lake Boga,29630.496,Murray
31/3/2025,Lake Boga,26380.212,Murray
30/4/2025,Lake Boga,25624.332,Murray
31/5/2025,Lake Boga,24944.04,Murray
30/6/2025,Lake Boga,25057.422,Murray
31/7/2025,Lake Boga,25133.01,Murray
31/8/2025,Lake Boga,29252.556,Murray
30/9/2025,Lake Boga,28685.646,Murray
31/1/2010,Menindee Lakes (Vic share),0,Murray
28/2/2010,Menindee Lakes (Vic share),0,Murray
31/3/2010,Menindee Lakes (Vic share),0,Murray
30/4/2010,Menindee Lakes (Vic share),605120,Murray
31/5/2010,Menindee Lakes (Vic share),788990,Murray
30/6/2010,Menindee Lakes (Vic share),841000,Murray
31/7/2010,Menindee Lakes (Vic share),858700,Murray
31/8/2010,Menindee Lakes (Vic share),865000,Murray
30/9/2010,Menindee Lakes (Vic share),980740,Murray
31/10/2010,Menindee Lakes (Vic share),924870,Murray
30/11/2010,Menindee Lakes (Vic share),927000,Murray
31/12/2010,Menindee Lakes (Vic share),859490,Murray
31/1/2011,Menindee Lakes (Vic share),858900,Murray
28/2/2011,Menindee Lakes (Vic share),810690,Murray
31/3/2011,Menindee Lakes (Vic share),957550,Murray
30/4/2011,Menindee Lakes (Vic share),957550,Murray
31/5/2011,Menindee Lakes (Vic share),964950,Murray
30/6/2011,Menindee Lakes (Vic share),977760,Murray
31/7/2011,Menindee Lakes (Vic share),978020,Murray
31/8/2011,Menindee Lakes (Vic share),973000,Murray
30/9/2011,Menindee Lakes (Vic share),951000,Murray
31/10/2011,Menindee Lakes (Vic share),927150,Murray
30/11/2011,Menindee Lakes (Vic share),907910,Murray
31/12/2011,Menindee Lakes (Vic share),795270,Murray
31/1/2012,Menindee Lakes (Vic share),804220,Murray
29/2/2012,Menindee Lakes (Vic share),741050,Murray
31/3/2012,Menindee Lakes (Vic share),706400,Murray
30/4/2012,Menindee Lakes (Vic share),944730,Murray
31/5/2012,Menindee Lakes (Vic share),964170,Murray
30/6/2012,Menindee Lakes (Vic share),958940,Murray
31/7/2012,Menindee Lakes (Vic share),987880,Murray
31/8/2012,Menindee Lakes (Vic share),1013180,Murray
30/9/2012,Menindee Lakes (Vic share),1003800,Murray
31/10/2012,Menindee Lakes (Vic share),960360,Murray
30/11/2012,Menindee Lakes (Vic share),798460,Murray
31/12/2012,Menindee Lakes (Vic share),560420,Murray
31/1/2013,Menindee Lakes (Vic share),379500,Murray
28/2/2013,Menindee Lakes (Vic share),344150,Murray
31/3/2013,Menindee Lakes (Vic share),523940,Murray
30/4/2013,Menindee Lakes (Vic share),624160,Murray
31/5/2013,Menindee Lakes (Vic share),567840,Murray
30/6/2013,Menindee Lakes (Vic share),574490,Murray
31/7/2013,Menindee Lakes (Vic share),573410,Murray
31/8/2013,Menindee Lakes (Vic share),568000,Murray
30/9/2013,Menindee Lakes (Vic share),551530,Murray
31/10/2013,Menindee Lakes (Vic share),519130,Murray
30/11/2013,Menindee Lakes (Vic share),467030,Murray
31/12/2013,Menindee Lakes (Vic share),335850,Murray
31/1/2014,Menindee Lakes (Vic share),248150,Murray
28/2/2014,Menindee Lakes (Vic share),213990,Murray
31/3/2014,Menindee Lakes (Vic share),186000,Murray
30/4/2014,Menindee Lakes (Vic share),186880,Murray
31/5/2014,Menindee Lakes (Vic share),188720,Murray
30/6/2014,Menindee Lakes (Vic share),182790,Murray
31/7/2014,Menindee Lakes (Vic share),184500,Murray
31/8/2014,Menindee Lakes (Vic share),169000,Murray
30/9/2014,Menindee Lakes (Vic share),149010,Murray
31/10/2014,Menindee Lakes (Vic share),129570,Murray
30/11/2014,Menindee Lakes (Vic share),109000,Murray
31/12/2014,Menindee Lakes (Vic share),0,Murray
31/1/2015,Menindee Lakes (Vic share),0,Murray
28/2/2015,Menindee Lakes (Vic share),0,Murray
31/3/2015,Menindee Lakes (Vic share),0,Murray
30/4/2015,Menindee Lakes (Vic share),0,Murray
31/5/2015,Menindee Lakes (Vic share),0,Murray
30/6/2015,Menindee Lakes (Vic share),0,Murray
31/7/2015,Menindee Lakes (Vic share),0,Murray
31/8/2015,Menindee Lakes (Vic share),0,Murray
30/9/2015,Menindee Lakes (Vic share),0,Murray
31/10/2015,Menindee Lakes (Vic share),0,Murray
30/11/2015,Menindee Lakes (Vic share),0,Murray
31/12/2015,Menindee Lakes (Vic share),0,Murray
31/1/2016,Menindee Lakes (Vic share),0,Murray
29/2/2016,Menindee Lakes (Vic share),0,Murray
31/3/2016,Menindee Lakes (Vic share),0,Murray
30/4/2016,Menindee Lakes (Vic share),0,Murray
31/5/2016,Menindee Lakes (Vic share),0,Murray
30/6/2016,Menindee Lakes (Vic share),0,Murray
31/7/2016,Menindee Lakes (Vic share),0,Murray
31/8/2016,Menindee Lakes (Vic share),0,Murray
30/9/2016,Menindee Lakes (Vic share),0,Murray
31/10/2016,Menindee Lakes (Vic share),392000,Murray
30/11/2016,Menindee Lakes (Vic share),687000,Murray
31/12/2016,Menindee Lakes (Vic share),749000,Murray
31/1/2017,Menindee Lakes (Vic share),576000,Murray
28/2/2017,Menindee Lakes (Vic share),420000,Murray
31/3/2017,Menindee Lakes (Vic share),313000,Murray
30/4/2017,Menindee Lakes (Vic share),276000,Murray
31/5/2017,Menindee Lakes (Vic share),269000,Murray
30/6/2017,Menindee Lakes (Vic share),253000,Murray
31/7/2017,Menindee Lakes (Vic share),253000,Murray
31/8/2017,Menindee Lakes (Vic share),243000,Murray
30/9/2017,Menindee Lakes (Vic share),339000,Murray
31/10/2017,Menindee Lakes (Vic share),205000,Murray
30/11/2017,Menindee Lakes (Vic share),189000,Murray
31/12/2017,Menindee Lakes (Vic share),175000,Murray
31/1/2018,Menindee Lakes (Vic share),0,Murray
28/2/2018,Menindee Lakes (Vic share),0,Murray
31/3/2018,Menindee Lakes (Vic share),0,Murray
30/4/2018,Menindee Lakes (Vic share),0,Murray
31/5/2018,Menindee Lakes (Vic share),0,Murray
30/6/2018,Menindee Lakes (Vic share),0,Murray
31/7/2018,Menindee Lakes (Vic share),0,Murray
31/8/2018,Menindee Lakes (Vic share),0,Murray
30/9/2018,Menindee Lakes (Vic share),0,Murray
31/10/2018,Menindee Lakes (Vic share),0,Murray
30/11/2018,Menindee Lakes (Vic share),0,Murray
31/12/2018,Menindee Lakes (Vic share),0,Murray
31/1/2019,Menindee Lakes (Vic share),0,Murray
28/2/2019,Menindee Lakes (Vic share),0,Murray
