Date,Reservoir,Value,System
31/1/2013,West Barwon,17568,Geelong
28/2/2013,West Barwon,17224,Geelong
31/3/2013,West Barwon,16997,Geelong
30/4/2013,West Barwon,16900,Geelong
31/5/2013,West Barwon,15059,Geelong
30/6/2013,West Barwon,14290,Geelong
31/7/2013,West Barwon,11959,Geelong
31/8/2013,West Barwon,19813,Geelong
30/9/2013,West Barwon,19938,Geelong
31/10/2013,West Barwon,20441,Geelong
30/11/2013,West Barwon,21504,Geelong
31/12/2013,West Barwon,20913,Geelong
31/1/2014,West Barwon,20722,Geelong
28/2/2014,West Barwon,20271,Geelong
31/3/2014,West Barwon,20238,Geelong
30/4/2014,West Barwon,20192,Geelong
31/5/2014,West Barwon,18476,Geelong
30/6/2014,West Barwon,18062,Geelong
31/7/2014,West Barwon,21402,Geelong
31/8/2014,West Barwon,20331,Geelong
30/9/2014,West Barwon,17714,Geelong
31/10/2014,West Barwon,17305,Geelong
30/11/2014,West Barwon,17261,Geelong
31/12/2014,West Barwon,17112,Geelong
31/1/2015,West Barwon,17225,Geelong
28/2/2015,West Barwon,17073,Geelong
31/3/2015,West Barwon,16997,Geelong
30/4/2015,West Barwon,17112,Geelong
31/5/2015,West Barwon,17820,Geelong
30/6/2015,West Barwon,16648,Geelong
31/7/2015,West Barwon,15255,Geelong
31/8/2015,West Barwon,15191,Geelong
30/9/2015,West Barwon,13937,Geelong
31/10/2015,West Barwon,10256,Geelong
30/11/2015,West Barwon,6520,Geelong
31/12/2015,West Barwon,4709,Geelong
31/1/2016,West Barwon,4557,Geelong
29/2/2016,West Barwon,4466,Geelong
31/3/2016,West Barwon,4392,Geelong
30/4/2016,West Barwon,4347,Geelong
31/5/2016,West Barwon,5269,Geelong
30/6/2016,West Barwon,4463,Geelong
31/7/2016,West Barwon,11103,Geelong
31/8/2016,West Barwon,12765,Geelong
30/9/2016,West Barwon,16350,Geelong
31/10/2016,West Barwon,18539,Geelong
30/11/2016,West Barwon,16616,Geelong
31/12/2016,West Barwon,13944,Geelong
31/1/2017,West Barwon,13902,Geelong
28/2/2017,West Barwon,13748,Geelong
31/3/2017,West Barwon,13670,Geelong
30/4/2017,West Barwon,14425,Geelong
31/5/2017,West Barwon,12032,Geelong
30/6/2017,West Barwon,8882,Geelong
31/7/2017,West Barwon,7980,Geelong
31/8/2017,West Barwon,9950,Geelong
30/9/2017,West Barwon,15524,Geelong
31/10/2017,West Barwon,13623,Geelong
30/11/2017,West Barwon,10400,Geelong
31/12/2017,West Barwon,8401,Geelong
31/1/2018,West Barwon,8265,Geelong
28/2/2018,West Barwon,8095,Geelong
31/3/2018,West Barwon,7987,Geelong
30/4/2018,West Barwon,7499,Geelong
31/5/2018,West Barwon,6166,Geelong
30/6/2018,West Barwon,7010,Geelong
31/7/2018,West Barwon,6918,Geelong
31/8/2018,West Barwon,12389,Geelong
30/9/2018,West Barwon,10460,Geelong
31/10/2018,West Barwon,6815,Geelong
30/11/2018,West Barwon,6982,Geelong
31/12/2018,West Barwon,7638,Geelong
31/1/2019,West Barwon,7480,Geelong
28/2/2019,West Barwon,6815,Geelong
31/3/2019,West Barwon,6520,Geelong
30/4/2019,West Barwon,6280,Geelong
31/5/2019,West Barwon,6083,Geelong
30/6/2019,West Barwon,5756,Geelong
31/7/2019,West Barwon,8741,Geelong
31/8/2019,West Barwon,12729,Geelong
30/9/2019,West Barwon,11355,Geelong
31/10/2019,West Barwon,8408,Geelong
30/11/2019,West Barwon,8595,Geelong
31/12/2019,West Barwon,8755,Geelong
31/1/2020,West Barwon,8560,Geelong
29/2/2020,West Barwon,8505,Geelong
31/3/2020,West Barwon,8304,Geelong
30/4/2020,West Barwon,7976,Geelong
31/5/2020,West Barwon,6100,Geelong
30/6/2020,West Barwon,5004,Geelong
31/7/2020,West Barwon,4857,Geelong
31/8/2020,West Barwon,12172,Geelong
30/9/2020,West Barwon,12981,Geelong
31/10/2020,West Barwon,14001,Geelong
30/11/2020,West Barwon,12131,Geelong
31/12/2020,West Barwon,10887,Geelong
31/1/2021,West Barwon,14552,Geelong
28/2/2021,West Barwon,14623,Geelong
31/3/2021,West Barwon,14692,Geelong
30/4/2021,West Barwon,14829,Geelong
31/5/2021,West Barwon,16609,Geelong
30/6/2021,West Barwon,19778,Geelong
31/7/2021,West Barwon,21504,Geelong
31/8/2021,West Barwon,21310,Geelong
30/9/2021,West Barwon,20980,Geelong
31/10/2021,West Barwon,21504,Geelong
30/11/2021,West Barwon,21298,Geelong
31/12/2021,West Barwon,20574,Geelong
31/1/2022,West Barwon,20988,Geelong
28/2/2022,West Barwon,20525,Geelong
31/3/2022,West Barwon,21503,Geelong
30/4/2022,West Barwon,20657,Geelong
31/5/2022,West Barwon,17842,Geelong
30/6/2022,West Barwon,21504,Geelong
31/7/2022,West Barwon,19647,Geelong
31/8/2022,West Barwon,21504,Geelong
30/9/2022,West Barwon,21504,Geelong
31/10/2022,West Barwon,21504,Geelong
30/11/2022,West Barwon,21504,Geelong
31/12/2022,West Barwon,18818,Geelong
31/1/2023,West Barwon,16731,Geelong
28/2/2023,West Barwon,16552,Geelong
31/3/2023,West Barwon,16283,Geelong
30/4/2023,West Barwon,16566,Geelong
31/5/2023,West Barwon,14382,Geelong
30/6/2023,West Barwon,13171,Geelong
31/7/2023,West Barwon,13764,Geelong
31/8/2023,West Barwon,11431,Geelong
30/9/2023,West Barwon,9686,Geelong
31/10/2023,West Barwon,9385,Geelong
30/11/2023,West Barwon,10243,Geelong
31/12/2023,West Barwon,15149,Geelong
31/1/2024,West Barwon,15518,Geelong
29/2/2024,West Barwon,15281,Geelong
31/3/2024,West Barwon,13656,Geelong
30/4/2024,West Barwon,10783,Geelong
31/5/2024,West Barwon,8807,Geelong
30/6/2024,West Barwon,8564,Geelong
31/7/2024,West Barwon,10884,Geelong
31/8/2024,West Barwon,8072,Geelong
30/9/2024,West Barwon,8941,Geelong
31/10/2024,West Barwon,6430,Geelong
30/11/2024,West Barwon,5106,Geelong
31/12/2024,West Barwon,4926,Geelong
31/1/2025,West Barwon,4648,Geelong
28/2/2025,West Barwon,4511,Geelong
31/3/2025,West Barwon,4124,Geelong
30/4/2025,West Barwon,3659,Geelong
31/5/2025,West Barwon,3506,Geelong
30/6/2025,West Barwon,4811,Geelong
31/7/2025,West Barwon,5619,Geelong
31/8/2025,West Barwon,6166,Geelong
30/9/2025,West Barwon,6625,Geelong
31/1/2010,Wurdee Boluc,24018,Geelong
28/2/2010,Wurdee Boluc,22305,Geelong
31/3/2010,Wurdee Boluc,21135,Geelong
30/4/2010,Wurdee Boluc,20196,Geelong
31/5/2010,Wurdee Boluc,19849,Geelong
30/6/2010,Wurdee Boluc,21517,Geelong
31/7/2010,Wurdee Boluc,24782,Geelong
31/8/2010,Wurdee Boluc,29469,Geelong
30/9/2010,Wurdee Boluc,32483,Geelong
31/10/2010,Wurdee Boluc,35265,Geelong
30/11/2010,Wurdee Boluc,36703,Geelong
31/12/2010,Wurdee Boluc,35970,Geelong
31/1/2011,Wurdee Boluc,33852,Geelong
28/2/2011,Wurdee Boluc,31507,Geelong
31/3/2011,Wurdee Boluc,29710,Geelong
30/4/2011,Wurdee Boluc,27280,Geelong
31/5/2011,Wurdee Boluc,26177,Geelong
30/6/2011,Wurdee Boluc,28089,Geelong
31/7/2011,Wurdee Boluc,32298,Geelong
31/8/2011,Wurdee Boluc,35031,Geelong
30/9/2011,Wurdee Boluc,37145,Geelong
31/10/2011,Wurdee Boluc,36804,Geelong
30/11/2011,Wurdee Boluc,38056,Geelong
31/12/2011,Wurdee Boluc,36671,Geelong
31/1/2012,Wurdee Boluc,33998,Geelong
29/2/2012,Wurdee Boluc,32430,Geelong
31/3/2012,Wurdee Boluc,30854,Geelong
30/4/2012,Wurdee Boluc,29882,Geelong
31/5/2012,Wurdee Boluc,28856,Geelong
30/6/2012,Wurdee Boluc,29471,Geelong
31/7/2012,Wurdee Boluc,33253,Geelong
31/8/2012,Wurdee Boluc,37055,Geelong
30/9/2012,Wurdee Boluc,38090,Geelong
31/10/2012,Wurdee Boluc,37645,Geelong
30/11/2012,Wurdee Boluc,35760,Geelong
31/12/2012,Wurdee Boluc,34465,Geelong
31/1/2013,Wurdee Boluc,30875,Geelong
28/2/2013,Wurdee Boluc,27801,Geelong
31/3/2013,Wurdee Boluc,24515,Geelong
30/4/2013,Wurdee Boluc,22268,Geelong
31/5/2013,Wurdee Boluc,22306,Geelong
30/6/2013,Wurdee Boluc,24560,Geelong
31/7/2013,Wurdee Boluc,27952,Geelong
31/8/2013,Wurdee Boluc,32623,Geelong
30/9/2013,Wurdee Boluc,35341,Geelong
31/10/2013,Wurdee Boluc,37864,Geelong
30/11/2013,Wurdee Boluc,38050,Geelong
31/12/2013,Wurdee Boluc,36610,Geelong
31/1/2014,Wurdee Boluc,33043,Geelong
28/2/2014,Wurdee Boluc,29789,Geelong
31/3/2014,Wurdee Boluc,27643,Geelong
30/4/2014,Wurdee Boluc,26080,Geelong
31/5/2014,Wurdee Boluc,26438,Geelong
30/6/2014,Wurdee Boluc,28563,Geelong
31/7/2014,Wurdee Boluc,32575,Geelong
31/8/2014,Wurdee Boluc,36120,Geelong
30/9/2014,Wurdee Boluc,37173,Geelong
31/10/2014,Wurdee Boluc,34513,Geelong
30/11/2014,Wurdee Boluc,31828,Geelong
31/12/2014,Wurdee Boluc,28742,Geelong
31/1/2015,Wurdee Boluc,25916,Geelong
28/2/2015,Wurdee Boluc,23575,Geelong
31/3/2015,Wurdee Boluc,20989,Geelong
30/4/2015,Wurdee Boluc,18902,Geelong
31/5/2015,Wurdee Boluc,18294,Geelong
30/6/2015,Wurdee Boluc,19536,Geelong
31/7/2015,Wurdee Boluc,22000,Geelong
31/8/2015,Wurdee Boluc,24725,Geelong
30/9/2015,Wurdee Boluc,26647,Geelong
31/10/2015,Wurdee Boluc,26737,Geelong
30/11/2015,Wurdee Boluc,27189,Geelong
31/12/2015,Wurdee Boluc,24784,Geelong
31/1/2016,Wurdee Boluc,20925,Geelong
29/2/2016,Wurdee Boluc,18056,Geelong
31/3/2016,Wurdee Boluc,14967,Geelong
30/4/2016,Wurdee Boluc,12944,Geelong
31/5/2016,Wurdee Boluc,11840,Geelong
30/6/2016,Wurdee Boluc,13862,Geelong
31/7/2016,Wurdee Boluc,19140,Geelong
31/8/2016,Wurdee Boluc,23310,Geelong
30/9/2016,Wurdee Boluc,27558,Geelong
31/10/2016,Wurdee Boluc,26968,Geelong
30/11/2016,Wurdee Boluc,32984,Geelong
31/12/2016,Wurdee Boluc,32014,Geelong
31/1/2017,Wurdee Boluc,28149,Geelong
28/2/2017,Wurdee Boluc,25073,Geelong
31/3/2017,Wurdee Boluc,21685,Geelong
30/4/2017,Wurdee Boluc,20204,Geelong
31/5/2017,Wurdee Boluc,21022,Geelong
30/6/2017,Wurdee Boluc,22921,Geelong
31/7/2017,Wurdee Boluc,25329,Geelong
31/8/2017,Wurdee Boluc,28221,Geelong
30/9/2017,Wurdee Boluc,31318,Geelong
31/10/2017,Wurdee Boluc,32414,Geelong
30/11/2017,Wurdee Boluc,32591,Geelong
31/12/2017,Wurdee Boluc,30917,Geelong
31/1/2018,Wurdee Boluc,26888,Geelong
28/2/2018,Wurdee Boluc,23209,Geelong
31/3/2018,Wurdee Boluc,19162,Geelong
30/4/2018,Wurdee Boluc,16966,Geelong
31/5/2018,Wurdee Boluc,17571,Geelong
30/6/2018,Wurdee Boluc,19333,Geelong
31/7/2018,Wurdee Boluc,23108,Geelong
31/8/2018,Wurdee Boluc,26963,Geelong
30/9/2018,Wurdee Boluc,28681,Geelong
31/10/2018,Wurdee Boluc,29253,Geelong
30/11/2018,Wurdee Boluc,26368,Geelong
31/12/2018,Wurdee Boluc,22868,Geelong
31/1/2019,Wurdee Boluc,18786,Geelong
28/2/2019,Wurdee Boluc,15534,Geelong
31/3/2019,Wurdee Boluc,12349,Geelong
30/4/2019,Wurdee Boluc,9764,Geelong
31/5/2019,Wurdee Boluc,9680,Geelong
30/6/2019,Wurdee Boluc,13306,Geelong
31/7/2019,Wurdee Boluc,17951,Geelong
31/8/2019,Wurdee Boluc,22335,Geelong
30/9/2019,Wurdee Boluc,25186,Geelong
31/10/2019,Wurdee Boluc,27229,Geelong
30/11/2019,Wurdee Boluc,27780,Geelong
31/12/2019,Wurdee Boluc,24745,Geelong
31/1/2020,Wurdee Boluc,22316,Geelong
29/2/2020,Wurdee Boluc,20631,Geelong
31/3/2020,Wurdee Boluc,18858,Geelong
30/4/2020,Wurdee Boluc,17907,Geelong
31/5/2020,Wurdee Boluc,19726,Geelong
30/6/2020,Wurdee Boluc,21462,Geelong
31/7/2020,Wurdee Boluc,22426,Geelong
31/8/2020,Wurdee Boluc,26109,Geelong
30/9/2020,Wurdee Boluc,28897,Geelong
31/10/2020,Wurdee Boluc,31642,Geelong
30/11/2020,Wurdee Boluc,31567,Geelong
31/12/2020,Wurdee Boluc,30763,Geelong
31/1/2021,Wurdee Boluc,27506,Geelong
28/2/2021,Wurdee Boluc,24766,Geelong
31/3/2021,Wurdee Boluc,22035,Geelong
30/4/2021,Wurdee Boluc,19722,Geelong
31/5/2021,Wurdee Boluc,21391,Geelong
30/6/2021,Wurdee Boluc,24564,Geelong
31/7/2021,Wurdee Boluc,28910,Geelong
31/8/2021,Wurdee Boluc,33274,Geelong
30/9/2021,Wurdee Boluc,34589,Geelong
31/10/2021,Wurdee Boluc,37957,Geelong
30/11/2021,Wurdee Boluc,37753,Geelong
31/12/2021,Wurdee Boluc,35224,Geelong
31/1/2022,Wurdee Boluc,32281,Geelong
28/2/2022,Wurdee Boluc,29098,Geelong
31/3/2022,Wurdee Boluc,26198,Geelong
30/4/2022,Wurdee Boluc,24311,Geelong
31/5/2022,Wurdee Boluc,25149,Geelong
30/6/2022,Wurdee Boluc,37957,Geelong
31/7/2022,Wurdee Boluc,32249,Geelong
31/8/2022,Wurdee Boluc,35960,Geelong
30/9/2022,Wurdee Boluc,37923,Geelong
31/10/2022,Wurdee Boluc,37957,Geelong
30/11/2022,Wurdee Boluc,37846,Geelong
31/12/2022,Wurdee Boluc,37566,Geelong
31/1/2023,Wurdee Boluc,35543,Geelong
28/2/2023,Wurdee Boluc,31905,Geelong
31/3/2023,Wurdee Boluc,28566,Geelong
30/4/2023,Wurdee Boluc,26386,Geelong
31/5/2023,Wurdee Boluc,27365,Geelong
30/6/2023,Wurdee Boluc,30587,Geelong
31/7/2023,Wurdee Boluc,34050,Geelong
31/8/2023,Wurdee Boluc,36650,Geelong
30/9/2023,Wurdee Boluc,36577,Geelong
31/10/2023,Wurdee Boluc,34937,Geelong
30/11/2023,Wurdee Boluc,32530,Geelong
31/12/2023,Wurdee Boluc,32703,Geelong
31/1/2024,Wurdee Boluc,29948,Geelong
29/2/2024,Wurdee Boluc,25905,Geelong
31/3/2024,Wurdee Boluc,22800,Geelong
30/4/2024,Wurdee Boluc,23015,Geelong
31/5/2024,Wurdee Boluc,22599,Geelong
30/6/2024,Wurdee Boluc,20733,Geelong
31/7/2024,Wurdee Boluc,21041,Geelong
31/8/2024,Wurdee Boluc,23472,Geelong
30/9/2024,Wurdee Boluc,27432,Geelong
31/10/2024,Wurdee Boluc,29317,Geelong
30/11/2024,Wurdee Boluc,28608,Geelong
31/12/2024,Wurdee Boluc,26447,Geelong
31/1/2025,Wurdee Boluc,23388,Geelong
28/2/2025,Wurdee Boluc,20681,Geelong
31/3/2025,Wurdee Boluc,18139,Geelong
30/4/2025,Wurdee Boluc,16305,Geelong
31/5/2025,Wurdee Boluc,14546,Geelong
30/6/2025,Wurdee Boluc,13698,Geelong
31/7/2025,Wurdee Boluc,13371,Geelong
31/8/2025,Wurdee Boluc,13431,Geelong
30/9/2025,Wurdee Boluc,16301,Geelong
31/1/2010,Bellfield,24620,Glenelg/Wimmera
28/2/2010,Bellfield,23210,Glenelg/Wimmera
31/3/2010,Bellfield,22650,Glenelg/Wimmera
30/4/2010,Bellfield,22220,Glenelg/Wimmera
31/5/2010,Bellfield,21750,Glenelg/Wimmera
30/6/2010,Bellfield,21980,Glenelg/Wimmera
31/7/2010,Bellfield,23870,Glenelg/Wimmera
31/8/2010,Bellfield,35560,Glenelg/Wimmera
30/9/2010,Bellfield,41980,Glenelg/Wimmera
31/10/2010,Bellfield,43420,Glenelg/Wimmera
30/11/2010,Bellfield,43560,Glenelg/Wimmera
31/12/2010,Bellfield,45870,Glenelg/Wimmera
31/1/2011,Bellfield,59110,Glenelg/Wimmera
28/2/2011,Bellfield,59560,Glenelg/Wimmera
31/3/2011,Bellfield,59400,Glenelg/Wimmera
30/4/2011,Bellfield,59910,Glenelg/Wimmera
31/5/2011,Bellfield,59930,Glenelg/Wimmera
30/6/2011,Bellfield,61670,Glenelg/Wimmera
31/7/2011,Bellfield,65490,Glenelg/Wimmera
31/8/2011,Bellfield,71270,Glenelg/Wimmera
30/9/2011,Bellfield,71820,Glenelg/Wimmera
31/10/2011,Bellfield,72180,Glenelg/Wimmera
30/11/2011,Bellfield,71690,Glenelg/Wimmera
31/12/2011,Bellfield,71460,Glenelg/Wimmera
31/1/2012,Bellfield,69690,Glenelg/Wimmera
29/2/2012,Bellfield,68210,Glenelg/Wimmera
31/3/2012,Bellfield,67410,Glenelg/Wimmera
30/4/2012,Bellfield,66320,Glenelg/Wimmera
31/5/2012,Bellfield,65750,Glenelg/Wimmera
30/6/2012,Bellfield,66450,Glenelg/Wimmera
31/7/2012,Bellfield,70780,Glenelg/Wimmera
31/8/2012,Bellfield,74860,Glenelg/Wimmera
30/9/2012,Bellfield,72640,Glenelg/Wimmera
31/10/2012,Bellfield,72276,Glenelg/Wimmera
30/11/2012,Bellfield,71270,Glenelg/Wimmera
31/12/2012,Bellfield,69690,Glenelg/Wimmera
31/1/2013,Bellfield,67910,Glenelg/Wimmera
28/2/2013,Bellfield,63478,Glenelg/Wimmera
31/3/2013,Bellfield,62400,Glenelg/Wimmera
30/4/2013,Bellfield,61390,Glenelg/Wimmera
31/5/2013,Bellfield,60930,Glenelg/Wimmera
30/6/2013,Bellfield,61180,Glenelg/Wimmera
31/7/2013,Bellfield,65232,Glenelg/Wimmera
31/8/2013,Bellfield,70730,Glenelg/Wimmera
30/9/2013,Bellfield,73100,Glenelg/Wimmera
31/10/2013,Bellfield,71320,Glenelg/Wimmera
30/11/2013,Bellfield,69150,Glenelg/Wimmera
31/12/2013,Bellfield,67412,Glenelg/Wimmera
31/1/2014,Bellfield,66362,Glenelg/Wimmera
28/2/2014,Bellfield,64579,Glenelg/Wimmera
31/3/2014,Bellfield,62912,Glenelg/Wimmera
30/4/2014,Bellfield,58416,Glenelg/Wimmera
31/5/2014,Bellfield,56472,Glenelg/Wimmera
30/6/2014,Bellfield,58580,Glenelg/Wimmera
31/7/2014,Bellfield,62614,Glenelg/Wimmera
31/8/2014,Bellfield,65144,Glenelg/Wimmera
30/9/2014,Bellfield,64622,Glenelg/Wimmera
31/10/2014,Bellfield,63464,Glenelg/Wimmera
30/11/2014,Bellfield,61772,Glenelg/Wimmera
31/12/2014,Bellfield,60514,Glenelg/Wimmera
31/1/2015,Bellfield,56316,Glenelg/Wimmera
28/2/2015,Bellfield,54102,Glenelg/Wimmera
31/3/2015,Bellfield,52402,Glenelg/Wimmera
30/4/2015,Bellfield,51300,Glenelg/Wimmera
31/5/2015,Bellfield,50656,Glenelg/Wimmera
30/6/2015,Bellfield,51186,Glenelg/Wimmera
31/7/2015,Bellfield,52981,Glenelg/Wimmera
31/8/2015,Bellfield,54530,Glenelg/Wimmera
30/9/2015,Bellfield,53330,Glenelg/Wimmera
31/10/2015,Bellfield,51980,Glenelg/Wimmera
30/11/2015,Bellfield,50430,Glenelg/Wimmera
31/12/2015,Bellfield,48830,Glenelg/Wimmera
31/1/2016,Bellfield,47014,Glenelg/Wimmera
29/2/2016,Bellfield,45200,Glenelg/Wimmera
31/3/2016,Bellfield,43790,Glenelg/Wimmera
30/4/2016,Bellfield,42388,Glenelg/Wimmera
31/5/2016,Bellfield,42218,Glenelg/Wimmera
30/6/2016,Bellfield,43720,Glenelg/Wimmera
31/7/2016,Bellfield,51070,Glenelg/Wimmera
31/8/2016,Bellfield,54410,Glenelg/Wimmera
30/9/2016,Bellfield,61890,Glenelg/Wimmera
31/10/2016,Bellfield,71410,Glenelg/Wimmera
30/11/2016,Bellfield,78560,Glenelg/Wimmera
31/12/2016,Bellfield,70690,Glenelg/Wimmera
31/1/2017,Bellfield,69150,Glenelg/Wimmera
28/2/2017,Bellfield,67950,Glenelg/Wimmera
31/3/2017,Bellfield,65320,Glenelg/Wimmera
30/4/2017,Bellfield,64320,Glenelg/Wimmera
31/5/2017,Bellfield,64190,Glenelg/Wimmera
30/6/2017,Bellfield,63850,Glenelg/Wimmera
31/7/2017,Bellfield,64450,Glenelg/Wimmera
31/8/2017,Bellfield,69780,Glenelg/Wimmera
30/9/2017,Bellfield,73380,Glenelg/Wimmera
31/10/2017,Bellfield,73380,Glenelg/Wimmera
30/11/2017,Bellfield,72230,Glenelg/Wimmera
31/12/2017,Bellfield,70548,Glenelg/Wimmera
31/1/2018,Bellfield,68660,Glenelg/Wimmera
28/2/2018,Bellfield,66190,Glenelg/Wimmera
31/3/2018,Bellfield,62960,Glenelg/Wimmera
30/4/2018,Bellfield,61760,Glenelg/Wimmera
31/5/2018,Bellfield,61220,Glenelg/Wimmera
30/6/2018,Bellfield,61850,Glenelg/Wimmera
31/7/2018,Bellfield,63460,Glenelg/Wimmera
31/8/2018,Bellfield,67590,Glenelg/Wimmera
30/9/2018,Bellfield,66530,Glenelg/Wimmera
31/10/2018,Bellfield,65660,Glenelg/Wimmera
30/11/2018,Bellfield,64540,Glenelg/Wimmera
31/12/2018,Bellfield,63250,Glenelg/Wimmera
31/1/2019,Bellfield,61180,Glenelg/Wimmera
28/2/2019,Bellfield,59440,Glenelg/Wimmera
31/3/2019,Bellfield,54453,Glenelg/Wimmera
30/4/2019,Bellfield,53250,Glenelg/Wimmera
31/5/2019,Bellfield,52940,Glenelg/Wimmera
30/6/2019,Bellfield,54180,Glenelg/Wimmera
31/7/2019,Bellfield,56510,Glenelg/Wimmera
31/8/2019,Bellfield,59110,Glenelg/Wimmera
30/9/2019,Bellfield,58980,Glenelg/Wimmera
31/10/2019,Bellfield,58380,Glenelg/Wimmera
30/11/2019,Bellfield,57280,Glenelg/Wimmera
31/12/2019,Bellfield,55160,Glenelg/Wimmera
31/1/2020,Bellfield,53410,Glenelg/Wimmera
29/2/2020,Bellfield,51950,Glenelg/Wimmera
31/3/2020,Bellfield,50430,Glenelg/Wimmera
30/4/2020,Bellfield,47050,Glenelg/Wimmera
31/5/2020,Bellfield,46980,Glenelg/Wimmera
30/6/2020,Bellfield,48440,Glenelg/Wimmera
31/7/2020,Bellfield,48981,Glenelg/Wimmera
31/8/2020,Bellfield,50430,Glenelg/Wimmera
30/9/2020,Bellfield,52100,Glenelg/Wimmera
31/10/2020,Bellfield,54970,Glenelg/Wimmera
30/11/2020,Bellfield,53990,Glenelg/Wimmera
31/12/2020,Bellfield,52860,Glenelg/Wimmera
31/1/2021,Bellfield,51030,Glenelg/Wimmera
28/2/2021,Bellfield,49650,Glenelg/Wimmera
31/3/2021,Bellfield,45764,Glenelg/Wimmera
30/4/2021,Bellfield,44950,Glenelg/Wimmera
31/5/2021,Bellfield,44210,Glenelg/Wimmera
30/6/2021,Bellfield,47710,Glenelg/Wimmera
31/7/2021,Bellfield,53520,Glenelg/Wimmera
31/8/2021,Bellfield,58047,Glenelg/Wimmera
30/9/2021,Bellfield,58460,Glenelg/Wimmera
31/10/2021,Bellfield,59564,Glenelg/Wimmera
30/11/2021,Bellfield,60220,Glenelg/Wimmera
31/12/2021,Bellfield,58047,Glenelg/Wimmera
31/1/2022,Bellfield,56630,Glenelg/Wimmera
28/2/2022,Bellfield,54810,Glenelg/Wimmera
31/3/2022,Bellfield,53250,Glenelg/Wimmera
30/4/2022,Bellfield,52020,Glenelg/Wimmera
31/5/2022,Bellfield,51220,Glenelg/Wimmera
30/6/2022,Bellfield,52290,Glenelg/Wimmera
31/7/2022,Bellfield,52980,Glenelg/Wimmera
31/8/2022,Bellfield,58460,Glenelg/Wimmera
30/9/2022,Bellfield,65100,Glenelg/Wimmera
31/10/2022,Bellfield,79570,Glenelg/Wimmera
30/11/2022,Bellfield,78990,Glenelg/Wimmera
31/12/2022,Bellfield,78460,Glenelg/Wimmera
31/1/2023,Bellfield,76230,Glenelg/Wimmera
28/2/2023,Bellfield,74680,Glenelg/Wimmera
31/3/2023,Bellfield,71500,Glenelg/Wimmera
30/4/2023,Bellfield,69100,Glenelg/Wimmera
31/5/2023,Bellfield,68710,Glenelg/Wimmera
30/6/2023,Bellfield,74220,Glenelg/Wimmera
31/7/2023,Bellfield,76230,Glenelg/Wimmera
31/8/2023,Bellfield,76840,Glenelg/Wimmera
30/9/2023,Bellfield,77180,Glenelg/Wimmera
31/10/2023,Bellfield,76040,Glenelg/Wimmera
30/11/2023,Bellfield,74590,Glenelg/Wimmera
31/12/2023,Bellfield,73690,Glenelg/Wimmera
31/1/2024,Bellfield,74170,Glenelg/Wimmera
29/2/2024,Bellfield,72140,Glenelg/Wimmera
31/3/2024,Bellfield,70230,Glenelg/Wimmera
30/4/2024,Bellfield,68800,Glenelg/Wimmera
31/5/2024,Bellfield,67820,Glenelg/Wimmera
30/6/2024,Bellfield,67130,Glenelg/Wimmera
31/7/2024,Bellfield,68220,Glenelg/Wimmera
31/8/2024,Bellfield,68220,Glenelg/Wimmera
30/9/2024,Bellfield,69300,Glenelg/Wimmera
31/10/2024,Bellfield,67300,Glenelg/Wimmera
30/11/2024,Bellfield,65980,Glenelg/Wimmera
31/12/2024,Bellfield,63870,Glenelg/Wimmera
31/1/2025,Bellfield,61900,Glenelg/Wimmera
28/2/2025,Bellfield,59760,Glenelg/Wimmera
31/3/2025,Bellfield,54010,Glenelg/Wimmera
30/4/2025,Bellfield,52490,Glenelg/Wimmera
31/5/2025,Bellfield,51190,Glenelg/Wimmera
30/6/2025,Bellfield,51380,Glenelg/Wimmera
31/7/2025,Bellfield,55690,Glenelg/Wimmera
31/8/2025,Bellfield,56650,Glenelg/Wimmera
30/9/2025,Bellfield,60560,Glenelg/Wimmera
31/1/2010,Fyans,6370,Glenelg/Wimmera
28/2/2010,Fyans,5770,Glenelg/Wimmera
31/3/2010,Fyans,5630,Glenelg/Wimmera
30/4/2010,Fyans,5570,Glenelg/Wimmera
31/5/2010,Fyans,5600,Glenelg/Wimmera
30/6/2010,Fyans,5800,Glenelg/Wimmera
31/7/2010,Fyans,6320,Glenelg/Wimmera
31/8/2010,Fyans,9650,Glenelg/Wimmera
30/9/2010,Fyans,11376,Glenelg/Wimmera
31/10/2010,Fyans,11570,Glenelg/Wimmera
30/11/2010,Fyans,11680,Glenelg/Wimmera
31/12/2010,Fyans,12260,Glenelg/Wimmera
31/1/2011,Fyans,13260,Glenelg/Wimmera
28/2/2011,Fyans,13260,Glenelg/Wimmera
31/3/2011,Fyans,12980,Glenelg/Wimmera
30/4/2011,Fyans,12810,Glenelg/Wimmera
31/5/2011,Fyans,12980,Glenelg/Wimmera
30/6/2011,Fyans,13380,Glenelg/Wimmera
31/7/2011,Fyans,14530,Glenelg/Wimmera
31/8/2011,Fyans,15620,Glenelg/Wimmera
30/9/2011,Fyans,15670,Glenelg/Wimmera
31/10/2011,Fyans,15710,Glenelg/Wimmera
30/11/2011,Fyans,15220,Glenelg/Wimmera
31/12/2011,Fyans,15310,Glenelg/Wimmera
31/1/2012,Fyans,13880,Glenelg/Wimmera
29/2/2012,Fyans,13220,Glenelg/Wimmera
31/3/2012,Fyans,12770,Glenelg/Wimmera
30/4/2012,Fyans,12300,Glenelg/Wimmera
