Name,SiteID,RoundDate,Streamflow,Turbidity,Temperature
TARRA @ YARRAM,227200,08,44.21,12.1,6.3
TARRA @ YARRAM,227200,09,61.15,10.3,11
TARRA @ YARRAM,227200,10,35.59,8.1,12.9
TARRA @ YARRAM,227200,11,30.14,10.2,17.4
TARRA @ YARRAM,227200,12,54.71,42,21.1
TARRA @ YARRAM,227200,01,15.13,9.5,20
TARRA @ YARRAM,227200,02,41.37,5,22.7
TARRA @ YARRAM,227200,03,17.05,4.8,17.5
TARRA @ YARRAM,227200,04,22.41,14.3,16.5
TARRA @ YARRAM,227200,05,24.41,3.8,13.2
TARRA @ YARRAM,227200,06,30.59,8.3,8.7
TARWIN @ MEENIYAN,227202,07,1888.69,132,10.3
TARWIN @ MEENIYAN,227202,08,521.85,37,11.2
TARWIN @ MEENIYAN,227202,09,883.73,42.4,11.9
TARWIN @ MEENIYAN,227202,10,526.96,55.1,15.3
TARWIN @ MEENIYAN,227202,11,164.62,43.1,16.2
TARWIN @ MEENIYAN,227202,12,147.33,63.9,19.9
TARWIN @ MEENIYAN,227202,01,54.54,45,19.5
TARWIN @ MEENIYAN,227202,02,50.67,44.1,22.2
TARWIN @ MEENIYAN,227202,03,47.46,31,21.2
TARWIN @ MEENIYAN,227202,04,50.4,23.4,15.7
TARWIN @ MEENIYAN,227202,05,64.17,18.7,11.2
TARWIN @ MEENIYAN,227202,06,91.57,14.2,8.4
AGNES @ TOORA,227211,07,150.16,53,9.8
AGNES @ TOORA,227211,08,44.89,12.4,10.8
AGNES @ TOORA,227211,09,83.97,22.6,11
AGNES @ TOORA,227211,10,51.89,24.3,15.5
AGNES @ TOORA,227211,11,33.5,9.3,16.8
AGNES @ TOORA,227211,12,43.6,4.6,20.5
AGNES @ TOORA,227211,01,14.39,5.2,22.1
AGNES @ TOORA,227211,02,20.05,20.4,20.2
AGNES @ TOORA,227211,03,13.55,4.4,21.3
AGNES @ TOORA,227211,04,14.48,5.9,16.4
AGNES @ TOORA,227211,05,18.74,8.8,12.4
AGNES @ TOORA,227211,06,35.11,21.2,9.6
BASS @ LOCH,227219,08,24.18,8,11.6
BASS @ LOCH,227219,10,19.74,7,13.3
BASS @ LOCH,227219,12,0.75,4,17.9
BASS @ LOCH,227219,02,0,15,21
BASS @ LOCH,227219,04,0,9,15
BASS @ LOCH,227219,06,0,9,7.5
BASS @ GLEN FORBES S,227231,07,333.5,130,10.1
BASS @ GLEN FORBES S,227231,08,54.2,6.9,12.4
BASS @ GLEN FORBES S,227231,09,124.03,21.4,12.7
BASS @ GLEN FORBES S,227231,10,63.77,17,15.2
BASS @ GLEN FORBES S,227231,11,14.4,48,16.7
BASS @ GLEN FORBES S,227231,12,4.61,5,21.9
BASS @ GLEN FORBES S,227231,01,0.27,5.6,21.2
BASS @ GLEN FORBES S,227231,02,0.06,10,25
BASS @ GLEN FORBES S,227231,03,0.06,40,19.5
BASS @ GLEN FORBES S,227231,04,0.11,36,16.8
BASS @ GLEN FORBES S,227231,05,0.36,84,15.5
BASS @ GLEN FORBES S,227231,06,0.89,9.5,9.5
FRANKLIN @ TOORA,227237,07,140.16,47.5,9.5
FRANKLIN @ TOORA,227237,08,36.66,10.5,10.3
FRANKLIN @ TOORA,227237,09,80.1,13.6,11.1
FRANKLIN @ TOORA,227237,10,49.83,16.7,16
FRANKLIN @ TOORA,227237,11,26.9,10.2,17.4
FRANKLIN @ TOORA,227237,12,34.51,7.8,20.4
FRANKLIN @ TOORA,227237,01,8.84,5.9,22.5
FRANKLIN @ TOORA,227237,02,13.87,22.2,20.6
FRANKLIN @ TOORA,227237,03,8.55,6.4,21.3
FRANKLIN @ TOORA,227237,04,8.98,5.7,15.4
FRANKLIN @ TOORA,227237,05,13.07,4.3,11.6
FRANKLIN @ TOORA,227237,06,27.59,9.3,9.1
TARRA R @ WEIR O/T,227251,07,46.83,3.5,4.4
TARRA R @ WEIR O/T,227251,08,22.73,4.5,6.5
TARRA R @ WEIR O/T,227251,09,28.24,8.7,9.5
TARRA R @ WEIR O/T,227251,10,20.53,3.8,8.3
TARRA R @ WEIR O/T,227251,11,19.73,6.6,13.6
TARRA R @ WEIR O/T,227251,12,17.51,15,14.1
TARRA R @ WEIR O/T,227251,01,9.69,6,14.4
TARRA R @ WEIR O/T,227251,02,21.47,3.9,20
TARRA R @ WEIR O/T,227251,03,11.16,4.3,14.6
TARRA R @ WEIR O/T,227251,04,12.53,11.8,13.4
TARRA R @ WEIR O/T,227251,05,13.59,3,11.9
TARRA R @ WEIR O/T,227251,06,15.64,2.9,7
MERRIMAN CK PUMP STN,227272,07,65.19,5.9,6.2
MERRIMAN CK PUMP STN,227272,08,40.67,12.9,6.6
MERRIMAN CK PUMP STN,227272,09,54.49,6.2,9.9
MERRIMAN CK PUMP STN,227272,10,32.77,10,12.9
MERRIMAN CK PUMP STN,227272,11,8.07,7.5,17.8
MERRIMAN CK PUMP STN,227272,12,14.33,6,21.4
MERRIMAN CK PUMP STN,227272,01,6.72,10.1,21.5
MERRIMAN CK PUMP STN,227272,02,6.25,9.6,25.5
MERRIMAN CK PUMP STN,227272,03,6.78,5.6,18.6
MERRIMAN CK PUMP STN,227272,04,9,5,16.6
MERRIMAN CK PUMP STN,227272,05,10.5,4,12.6
MERRIMAN CK PUMP STN,227272,06,18.13,3.8,9.5
Golden Ck @ US HVP,227280,07,0,38.3,10.4
Golden Ck @ US HVP,227280,09,1.32,17.7,8.2
Golden Ck @ US HVP,227280,11,1.24,3.3,11.6
Golden Ck @ US HVP,227280,01,0.14,1.6,14.6
Golden Ck @ D/S HVP,227281,07,0,38,10.3
Golden Ck @ D/S HVP,227281,09,2.31,18.6,9.8
Golden Ck @ D/S HVP,227281,11,2.09,3.4,11.8
Golden Ck @ D/S HVP,227281,01,0.12,2.3,15.3
Bennison ck@ Frankln,227282,04,0,189,12.3
Bennison ck@ Frankln,227282,06,6.25,21,9.4
AGNES R @ AGNES R RD,227283,04,15.58,8,16.6
AGNES R @ AGNES R RD,227283,06,37,13.1,8.8
Tarra R @ Pound Rd E,227284,04,22.95,5.9,15.6
Tarra R @ Pound Rd E,227284,06,28.03,8.4,9.2
JACKSON CK @ SUNBURY,230202,07,44.73,40,9.2
JACKSON CK @ SUNBURY,230202,08,27.99,7,10.3
JACKSON CK @ SUNBURY,230202,09,20.26,41.5,11.5
JACKSON CK @ SUNBURY,230202,10,18.45,4.5,18
JACKSON CK @ SUNBURY,230202,11,12.14,3.4,18.9
JACKSON CK @ SUNBURY,230202,12,11.13,4.2,22.4
JACKSON CK @ SUNBURY,230202,01,9.24,7.5,20.5
JACKSON CK @ SUNBURY,230202,02,11.73,7.4,22.8
JACKSON CK @ SUNBURY,230202,03,6.63,12.7,17.9
JACKSON CK @ SUNBURY,230202,04,6.66,3.3,17
JACKSON CK @ SUNBURY,230202,05,10.25,6.3,9
JACKSON CK @ SUNBURY,230202,06,24.84,11.4,8.1
RIDDELLS @ RIDELLS,230204,07,23.53,7,6.2
RIDDELLS @ RIDELLS,230204,08,15.2,16,10.1
RIDDELLS @ RIDELLS,230204,09,8.3,11,10.5
RIDDELLS @ RIDELLS,230204,10,7.32,9,16.6
RIDDELLS @ RIDELLS,230204,11,3.22,9,21.6
RIDDELLS @ RIDELLS,230204,12,3.4,12,20
RIDDELLS @ RIDELLS,230204,01,0.59,15,17.9
RIDDELLS @ RIDELLS,230204,02,1.32,12,16.4
RIDDELLS @ RIDELLS,230204,03,0.56,9,17
RIDDELLS @ RIDELLS,230204,04,0.76,17,15.1
RIDDELLS @ RIDELLS,230204,05,0.74,8,9.3
RIDDELLS @ RIDELLS,230204,06,4.69,6,7.3
DEEP @ BULLA,230205,07,35.35,7.5,9.7
DEEP @ BULLA,230205,08,28.04,4.8,10.2
DEEP @ BULLA,230205,09,21.88,2.9,11.8
DEEP @ BULLA,230205,10,17.61,2.4,18
DEEP @ BULLA,230205,11,4.1,2,17.9
DEEP @ BULLA,230205,12,4.37,2.3,20.7
DEEP @ BULLA,230205,01,0.44,2.4,23
DEEP @ BULLA,230205,02,0,2,18.6
DEEP @ BULLA,230205,03,0,1.5,18.4
DEEP @ BULLA,230205,04,0.04,1.7,16.4
DEEP @ BULLA,230205,05,0.66,2,8.4
DEEP @ BULLA,230205,06,1.62,2.2,8.1
BARRINGO CREEK,230209,07,3.69,10.2,8
BARRINGO CREEK,230209,08,2.67,5.4,7.9
BARRINGO CREEK,230209,09,2.35,4.3,8.2
BARRINGO CREEK,230209,10,2.3,4.4,12.2
BARRINGO CREEK,230209,11,1.84,2.2,11.5
BARRINGO CREEK,230209,12,1.4,1.5,14.1
BARRINGO CREEK,230209,01,0.92,2.3,14.8
BARRINGO CREEK,230209,02,0.77,1.9,12.1
BARRINGO CREEK,230209,03,0.72,2.2,13
BARRINGO CREEK,230209,04,0.7,5.5,12.2
BARRINGO CREEK,230209,05,0,1.9,7.5
BARRINGO CREEK,230209,06,1.37,3.8,6.7
DEEP CK @ BOLINDA,230232,07,19.39,6.1,9
DEEP CK @ BOLINDA,230232,08,18.39,7.9,11.1
DEEP CK @ BOLINDA,230232,09,12.43,5.4,11.2
DEEP CK @ BOLINDA,230232,10,6.61,3.1,18.2
DEEP CK @ BOLINDA,230232,11,0.84,3.4,18.2
DEEP CK @ BOLINDA,230232,12,2.63,10,22.8
DEEP CK @ BOLINDA,230232,01,0,2.2,22.3
DEEP CK @ BOLINDA,230232,02,0,3,18.3
DEEP CK @ BOLINDA,230232,03,0,2.9,17.9
DEEP CK @ BOLINDA,230232,04,0,3,16.9
DEEP CK @ BOLINDA,230232,05,0,2.9,10.5
DEEP CK @ BOLINDA,230232,06,0,4,9.3
JACKSONS CK U/S RWP,230242,08,19.93,6,9.4
JACKSONS CK U/S RWP,230242,10,13.96,3,13.2
JACKSONS CK U/S RWP,230242,12,11.66,3,15.3
JACKSONS CK U/S RWP,230242,02,12.14,5,12.7
JACKSONS CK U/S RWP,230242,04,7.69,5,14
JACKSONS CK U/S RWP,230242,06,17.59,4,7.5
BOLINDA CK PDR FLOW,230243,08,0.93,8,14.1
BOLINDA CK PDR FLOW,230243,10,0.95,4,20.9
BOLINDA CK PDR FLOW,230243,12,0.54,11,25.3
BOLINDA CK PDR FLOW,230243,01,0.31,7,25
BOLINDA CK PDR FLOW,230243,02,0.21,11.4,27.3
BOLINDA CK PDR FLOW,230243,03,0.32,7,25.2
BOLINDA CK PDR FLOW,230243,04,0.19,3,18.3
BOLINDA CK PDR FLOW,230243,06,0.44,11,10
WERRIBEE @ BACCHUS,231200,07,8.76,15.4,7.4
WERRIBEE @ BACCHUS,231200,08,9.79,14,12.3
WERRIBEE @ BACCHUS,231200,09,18.13,17,11.7
WERRIBEE @ BACCHUS,231200,10,17.59,19.3,15.3
WERRIBEE @ BACCHUS,231200,11,13.06,26,17.9
WERRIBEE @ BACCHUS,231200,12,12.81,21.1,22.9
WERRIBEE @ BACCHUS,231200,01,12.07,47.2,20.2
WERRIBEE @ BACCHUS,231200,02,12.49,127,24.5
WERRIBEE @ BACCHUS,231200,03,12.21,21.7,22.6
WERRIBEE @ BACCHUS,231200,04,10.99,11.1,15.2
WERRIBEE @ BACCHUS,231200,05,7.02,11.8,14.4
WERRIBEE @ BACCHUS,231200,06,7.3,12,9.9
WERRIBEE @ DIV. WEIR,231204,07,48.13,4.5,8.5
WERRIBEE @ DIV. WEIR,231204,08,49.18,5.3,10.6
WERRIBEE @ DIV. WEIR,231204,09,15.88,6.1,13
WERRIBEE @ DIV. WEIR,231204,10,10,5.7,15.8
WERRIBEE @ DIV. WEIR,231204,11,13.04,2.3,20.4
WERRIBEE @ DIV. WEIR,231204,12,15.84,4.4,24.8
WERRIBEE @ DIV. WEIR,231204,01,15.42,4.6,23.1
WERRIBEE @ DIV. WEIR,231204,02,7.82,4.8,22.8
WERRIBEE @ DIV. WEIR,231204,03,10.74,3.1,23.8
WERRIBEE @ DIV. WEIR,231204,04,12.86,12.7,18
WERRIBEE @ DIV. WEIR,231204,05,1.89,6.5,15.9
WERRIBEE @ DIV. WEIR,231204,06,14.85,9.5,12.7
LERDERDERG @ SARDINE,231213,07,30.94,3.1,4.7
LERDERDERG @ SARDINE,231213,08,16.41,4,10
LERDERDERG @ SARDINE,231213,09,16.96,5.3,9.2
LERDERDERG @ SARDINE,231213,10,16.26,7,13.7
LERDERDERG @ SARDINE,231213,11,6.76,4,17.3
LERDERDERG @ SARDINE,231213,12,3.35,11.5,21.7
LERDERDERG @ SARDINE,231213,01,0.14,17.1,20
LERDERDERG @ SARDINE,231213,02,0.76,21.9,23.7
LERDERDERG @ SARDINE,231213,03,0,8.8,23.7
LERDERDERG @ SARDINE,231213,04,0,46.7,16.6
LERDERDERG @ SARDINE,231213,05,0,48,13
LERDERDERG @ SARDINE,231213,06,4.06,39.3,8.4
LITTLE @ LITTLE,232200,07,1.48,1,7.4
LITTLE @ LITTLE,232200,08,1.22,1.4,9.9
LITTLE @ LITTLE,232200,09,1.14,1.4,12.7
LITTLE @ LITTLE,232200,10,2.51,1.9,15.4
LITTLE @ LITTLE,232200,11,0.85,1,18.2
LITTLE @ LITTLE,232200,12,0.48,1.5,21.4
LITTLE @ LITTLE,232200,01,0.42,2.8,22
LITTLE @ LITTLE,232200,02,0.45,4,22.8
LITTLE @ LITTLE,232200,03,0.57,1.8,22.9
LITTLE @ LITTLE,232200,04,0.81,6.9,16.7
LITTLE @ LITTLE,232200,05,0.94,1.8,15.1
LITTLE @ LITTLE,232200,06,1.21,2.2,9.9
MOORABOOL @ BATESFOR,232202,07,16.22,4,8.8
MOORABOOL @ BATESFOR,232202,08,21.23,3.9,8.5
MOORABOOL @ BATESFOR,232202,09,22.1,7.2,11.6
MOORABOOL @ BATESFOR,232202,10,22.61,4.5,13.6
MOORABOOL @ BATESFOR,232202,11,7.59,7.1,16.1
MOORABOOL @ BATESFOR,232202,12,7.85,5.5,20.7
MOORABOOL @ BATESFOR,232202,01,16.23,5.3,20.9
MOORABOOL @ BATESFOR,232202,02,11.93,12.1,22.8
MOORABOOL @ BATESFOR,232202,03,8.48,6.3,20.1
MOORABOOL @ BATESFOR,232202,04,19.35,8.4,17.6
MOORABOOL @ BATESFOR,232202,05,8.75,4.4,14.7
MOORABOOL @ BATESFOR,232202,06,16.53,4.5,10.8
MOORABOOL @ MORRISON,232204,07,25.66,8.4,4.4
MOORABOOL @ MORRISON,232204,08,22.93,3.4,6.9
MOORABOOL @ MORRISON,232204,09,22.55,3.7,10.1
MOORABOOL @ MORRISON,232204,10,17.59,4.8,12.8
MOORABOOL @ MORRISON,232204,11,12.12,5.5,16.6
MOORABOOL @ MORRISON,232204,12,15.49,2.4,19.7
MOORABOOL @ MORRISON,232204,01,27.92,1.7,18.9
MOORABOOL @ MORRISON,232204,02,20.99,2.8,22
MOORABOOL @ MORRISON,232204,03,20.14,1.8,16.7
MOORABOOL @ MORRISON,232204,04,29.17,4.1,14.7
MOORABOOL @ MORRISON,232204,05,13.86,2.1,13.2
MOORABOOL @ MORRISON,232204,06,11.71,3.3,7.8
MOORABOOL @ LAL LAL,232210,07,8.57,6.1,3
MOORABOOL @ LAL LAL,232210,08,6.02,6.6,5.8
MOORABOOL @ LAL LAL,232210,09,5.3,7.6,8
MOORABOOL @ LAL LAL,232210,10,3.82,7.6,10.8
MOORABOOL @ LAL LAL,232210,11,0.8,4.4,14
MOORABOOL @ LAL LAL,232210,12,0.24,4.4,13.7
MOORABOOL @ LAL LAL,232210,01,0,36.3,14.5
MOORABOOL @ LAL LAL,232210,02,0.05,2.6,20.1
MOORABOOL @ LAL LAL,232210,05,0.22,2.6,13.6
MOORABOOL @ LAL LAL,232210,06,1.62,2.1,6.4
BARWON POLLOCKSFORD,233200,07,158.14,4.9,8.4
BARWON POLLOCKSFORD,233200,08,81.62,16.3,8.2
BARWON POLLOCKSFORD,233200,09,188.37,11.5,12.8
BARWON POLLOCKSFORD,233200,10,107.01,16.5,14.8
BARWON POLLOCKSFORD,233200,11,22.14,3.8,19.6
BARWON POLLOCKSFORD,233200,12,37.25,4.1,23.7
BARWON POLLOCKSFORD,233200,01,17.53,4.6,21.4
BARWON POLLOCKSFORD,233200,02,15.18,6.8,25.7
BARWON POLLOCKSFORD,233200,03,11.65,4.2,20.5
BARWON POLLOCKSFORD,233200,04,11.6,7.4,17.3
BARWON POLLOCKSFORD,233200,05,18.62,7.3,15.9
BARWON POLLOCKSFORD,233200,06,109.64,7.2,10.7
BARWON WINCHELSEA,233201,07,68.34,10.5,8.3
BARWON WINCHELSEA,233201,08,30.66,15,9.1
BARWON WINCHELSEA,233201,09,157.77,35.5,11.8
BARWON WINCHELSEA,233201,10,41.34,20.6,14.6
BARWON WINCHELSEA,233201,11,6.69,17.4,17.6
BARWON WINCHELSEA,233201,12,11.04,19,18.7
BARWON WINCHELSEA,233201,01,3.39,11.1,21.8
BARWON WINCHELSEA,233201,02,3.19,9.6,22.4
BARWON WINCHELSEA,233201,03,0.93,12.3,20.1
BARWON WINCHELSEA,233201,04,0.84,13.6,15.4
BARWON WINCHELSEA,233201,05,1.63,18.6,14.1
BARWON WINCHELSEA,233201,06,24.46,19.2,9.9
BARWON @ FORREST,233214,07,24.66,18.8,9.7
BARWON @ FORREST,233214,08,6,1.9,10.1
BARWON @ FORREST,233214,09,32.04,2.6,10.2
BARWON @ FORREST,233214,10,6.72,2,14.9
BARWON @ FORREST,233214,11,2.34,2.5,13.2
BARWON @ FORREST,233214,12,3.2,3.4,17.4
BARWON @ FORREST,233214,01,0.75,4,18.2
BARWON @ FORREST,233214,02,0.94,2.3,18.2
BARWON @ FORREST,233214,03,0.32,2,14.4
BARWON @ FORREST,233214,04,0.45,1.9,14.9
BARWON @ FORREST,233214,05,0.59,2.5,7.4
BARWON @ FORREST,233214,06,8.7,2.8,8.5
LEIGH @ MERCER,233215,07,94.9,30.6,8.8
LEIGH @ MERCER,233215,08,42.76,9.7,9.9
LEIGH @ MERCER,233215,09,46.04,3.1,10
LEIGH @ MERCER,233215,10,48.55,3.8,13.9
LEIGH @ MERCER,233215,11,20.55,2,22
LEIGH @ MERCER,233215,12,25.18,1.9,22.2
LEIGH @ MERCER,233215,01,22.45,1.9,20.1
LEIGH @ MERCER,233215,02,26.52,1.5,15.1
LEIGH @ MERCER,233215,03,18.55,2.6,15.2
LEIGH @ MERCER,233215,04,17.45,1.7,17
LEIGH @ MERCER,233215,05,19.85,5.7,11.4
LEIGH @ MERCER,233215,06,81.02,8.4,6.9
BARWON @ GEELONG,233217,07,171.71,10.7,9.2
BARWON @ GEELONG,233217,08,123.24,13.9,9.1
BARWON @ GEELONG,233217,09,229.96,13.7,11.8
BARWON @ GEELONG,233217,10,187.14,17.9,14.8
BARWON @ GEELONG,233217,11,50.64,5.6,20.8
BARWON @ GEELONG,233217,12,63.51,4.9,22.5
BARWON @ GEELONG,233217,01,43.06,10.8,22.7
BARWON @ GEELONG,233217,02,75.7,29.7,23.5
BARWON @ GEELONG,233217,03,46.75,8.9,21.8
BARWON @ GEELONG,233217,04,54.93,7,18.9
BARWON @ GEELONG,233217,05,26.89,10.6,16.3
BARWON @ GEELONG,233217,06,128.12,8.6,12.2
BARWON @ INVERLEIGH,233218,07,58.14,10.4,9
BARWON @ INVERLEIGH,233218,08,26.49,20.1,11.5
BARWON @ INVERLEIGH,233218,09,142.62,42.1,12.2
BARWON @ INVERLEIGH,233218,10,40.3,14.1,18.3
BARWON @ INVERLEIGH,233218,11,6.6,8.1,20
BARWON @ INVERLEIGH,233218,12,12.74,13.4,20.5
BARWON @ INVERLEIGH,233218,01,3.29,3,26.1
BARWON @ INVERLEIGH,233218,02,0,4.5,26.2
BARWON @ INVERLEIGH,233218,03,0,7.6,20.7
BARWON @ INVERLEIGH,233218,04,0,7.8,17.5
BARWON @ INVERLEIGH,233218,05,2.7,6.1,14.9
BARWON @ INVERLEIGH,233218,06,19.38,18,10
BARWON @ RICKETTS,233224,07,62.11,10.1,8.8
BARWON @ RICKETTS,233224,08,31.41,21.4,8.5
BARWON @ RICKETTS,233224,09,142.64,39.9,12.2
BARWON @ RICKETTS,233224,10,39.15,21.4,16.7
BARWON @ RICKETTS,233224,11,11.48,26.6,18.2
BARWON @ RICKETTS,233224,12,16.7,20.7,19.6
BARWON @ RICKETTS,233224,01,5.91,19.9,24
BARWON @ RICKETTS,233224,02,5.6,7.4,19.3
BARWON @ RICKETTS,233224,03,1.71,16.5,21.7
BARWON @ RICKETTS,233224,04,2.38,27.8,14.4
BARWON @ RICKETTS,233224,05,3.84,21.4,13.6
BARWON @ RICKETTS,233224,06,22.52,21.2,9.1
BOUNDARY @ YEODENE,233228,07,2.74,1.8,8.1
BOUNDARY @ YEODENE,233228,08,1.62,1.5,10
BOUNDARY @ YEODENE,233228,09,9.31,3.7,11.5
BOUNDARY @ YEODENE,233228,10,2.74,1.4,12.2
BOUNDARY @ YEODENE,233228,11,1.05,2,15.1
BOUNDARY @ YEODENE,233228,12,1.35,2.9,16
BOUNDARY @ YEODENE,233228,01,0.53,4.1,14.5
BOUNDARY @ YEODENE,233228,02,0.41,2.9,14.9
BOUNDARY @ YEODENE,233228,03,0.33,1.1,15
BOUNDARY @ YEODENE,233228,04,0.35,3.6,15
BOUNDARY @ YEODENE,233228,05,0.47,1.4,11.4
BOUNDARY @ YEODENE,233228,06,1.51,1.1,10.2
BARWON R @ KILDEAN,233247,07,58.6,10.6,7.8
BARWON R @ KILDEAN,233247,08,23.75,13.5,8.5
BARWON R @ KILDEAN,233247,09,138.37,38.4,12.1
BARWON R @ KILDEAN,233247,10,37.41,21.4,14.5
BARWON R @ KILDEAN,233247,11,6.93,23.1,17.1
BARWON R @ KILDEAN,233247,12,13.15,21.8,17.4
BARWON R @ KILDEAN,233247,01,4.24,14.1,21.6
BARWON R @ KILDEAN,233247,02,3.91,19,21.8
BARWON R @ KILDEAN,233247,03,0.76,18.5,16.7
BARWON R @ KILDEAN,233247,04,1.86,10.8,12.9
BARWON R @ KILDEAN,233247,05,2.83,25.9,14.6
BARWON R @ KILDEAN,233247,06,20.42,18.4,9
BARWON R U/S BARRAGE,233269,07,0,20.5,9.7
BARWON R U/S BARRAGE,233269,08,0,22.6,13.1
BARWON R U/S BARRAGE,233269,09,0,18.4,14
BARWON R U/S BARRAGE,233269,10,0,31,18.4
BARWON R U/S BARRAGE,233269,11,0,24.6,21
BARWON R U/S BARRAGE,233269,12,0,20,22.4
BARWON R U/S BARRAGE,233269,01,0,14.6,22.3
BARWON R U/S BARRAGE,233269,02,0,26.1,19.4
BARWON R U/S BARRAGE,233269,03,0,8.3,20.2
BARWON R U/S BARRAGE,233269,04,0,13.6,17.6
BARWON R U/S BARRAGE,233269,05,0,22.5,12.1
BARWON R U/S BARRAGE,233269,06,0,14.6,9.9
WOADY YALOAK@CRESSY,234201,07,6.89,5.7,10
WOADY YALOAK@CRESSY,234201,08,8.34,7.4,10.1
WOADY YALOAK@CRESSY,234201,09,8.48,6.3,13.4
WOADY YALOAK@CRESSY,234201,10,12.02,6.8,15.7
WOADY YALOAK@CRESSY,234201,11,2.76,7,17.3
WOADY YALOAK@CRESSY,234201,12,2.59,8.3,19.3
WOADY YALOAK@CRESSY,234201,01,0.16,6.5,26.6
WOADY YALOAK@CRESSY,234201,02,0.11,8.9,21.3
WOADY YALOAK@CRESSY,234201,03,0.28,7.3,22.3
WOADY YALOAK@CRESSY,234201,04,0.52,4.6,16.5
WOADY YALOAK@CRESSY,234201,05,0.71,6.3,14.3
WOADY YALOAK@CRESSY,234201,06,4.72,5.4,11
PIRRON YAL'K @HWY BR,234203,07,0.37,13.1,9.1
PIRRON YAL'K @HWY BR,234203,08,0.23,6.4,11.1
PIRRON YAL'K @HWY BR,234203,09,16.8,38.5,13.4
PIRRON YAL'K @HWY BR,234203,10,6.63,29.7,16.4
PIRRON YAL'K @HWY BR,234203,11,0.09,12.9,21.3
PIRRON YAL'K @HWY BR,234203,12,0.03,10.4,20.8
GELLIBRAND @ GELLI.,235202,07,97.54,14.8,9.8
GELLIBRAND @ GELLI.,235202,08,33.19,4.2,10.4
GELLIBRAND @ GELLI.,235202,09,138.26,3.9,9.1
GELLIBRAND @ GELLI.,235202,10,42.02,2.7,14
GELLIBRAND @ GELLI.,235202,11,12.65,4.1,12.9
GELLIBRAND @ GELLI.,235202,12,15.18,9.7,16.9
GELLIBRAND @ GELLI.,235202,01,8.64,3.3,17.6
GELLIBRAND @ GELLI.,235202,02,6.98,4.1,18.2
GELLIBRAND @ GELLI.,235202,03,3.82,3.5,14.1
GELLIBRAND @ GELLI.,235202,04,3.88,2.7,14.8
GELLIBRAND @ GELLI.,235202,05,4.55,2.2,6.6
GELLIBRAND @ GELLI.,235202,06,44.02,7.2,7.7
CURDIES @ CURDIE,235203,07,45.39,18.7,10.6
CURDIES @ CURDIE,235203,08,26.92,4.5,12.2
CURDIES @ CURDIE,235203,09,147.96,22.1,13.3
CURDIES @ CURDIE,235203,10,45.24,10.9,16
CURDIES @ CURDIE,235203,11,9.44,2.6,18.3
CURDIES @ CURDIE,235203,12,7.32,2.8,19.2
CURDIES @ CURDIE,235203,01,2.16,1.9,18.4
CURDIES @ CURDIE,235203,02,1.73,2.3,15.8
CURDIES @ CURDIE,235203,03,1.4,1.9,13.6
CURDIES @ CURDIE,235203,04,1.67,2.2,14.9
CURDIES @ CURDIE,235203,05,3.78,12.1,9.1
CURDIES @ CURDIE,235203,06,21.64,2.6,8.1
LITTLE AIRE @ BEECH,235204,07,59.71,36.7,11.5
LITTLE AIRE @ BEECH,235204,08,0,18.2,10.1
LITTLE AIRE @ BEECH,235204,09,0,22.1,9.1
LITTLE AIRE @ BEECH,235204,10,16.78,6.4,11.5
LITTLE AIRE @ BEECH,235204,11,7.51,11.2,14.5
LITTLE AIRE @ BEECH,235204,12,7.72,8.5,15.7
LITTLE AIRE @ BEECH,235204,01,3.24,10.1,12.2
LITTLE AIRE @ BEECH,235204,02,1.82,10.6,16.1
LITTLE AIRE @ BEECH,235204,03,1.62,6.5,14.3
LITTLE AIRE @ BEECH,235204,04,0,10.3,11.6
LITTLE AIRE @ BEECH,235204,05,0,10.2,5
LITTLE AIRE @ BEECH,235204,06,18.73,5.3,8.3
ARKINS @ WYELANGTA,235205,07,22.28,11,9.3
ARKINS @ WYELANGTA,235205,08,7.37,10.1,9.8
ARKINS @ WYELANGTA,235205,09,17.2,4.2,8.3
ARKINS @ WYELANGTA,235205,10,7.09,2.3,12.5
ARKINS @ WYELANGTA,235205,11,3.59,2.2,12.8
ARKINS @ WYELANGTA,235205,12,2.83,3.7,14.2
ARKINS @ WYELANGTA,235205,01,1.72,1.1,12.1
ARKINS @ WYELANGTA,235205,02,1.26,1.9,13.6
ARKINS @ WYELANGTA,235205,03,0.95,3.6,11.7
ARKINS @ WYELANGTA,235205,04,0.99,1.5,11.8
ARKINS @ WYELANGTA,235205,05,1.14,1.6,6.8
ARKINS @ WYELANGTA,235205,06,7.43,2.5,7
AIRE @ BEECH FOREST,235209,07,116.76,10.9,10
AIRE @ BEECH FOREST,235209,08,32.6,10.9,10.1
AIRE @ BEECH FOREST,235209,09,87.26,4.4,9.1
AIRE @ BEECH FOREST,235209,10,31.32,5,12.6
AIRE @ BEECH FOREST,235209,11,16.5,28.8,13.4
AIRE @ BEECH FOREST,235209,12,17.57,3.1,15.5
AIRE @ BEECH FOREST,235209,01,6.12,5.4,12.7
AIRE @ BEECH FOREST,235209,02,4.69,4.1,13.6
AIRE @ BEECH FOREST,235209,03,4,3.3,11.4
AIRE @ BEECH FOREST,235209,04,4.13,3.5,12.3
AIRE @ BEECH FOREST,235209,05,5.58,2.5,5.9
AIRE @ BEECH FOREST,235209,06,35.82,6.7,7.2
