Name,SiteID,RoundDate,Streamflow,Turbidity,Temperature
KENNEDYS @ KENNEDYS,235211,07,41.86,36.7,11.5
KENNEDYS @ KENNEDYS,235211,08,25.03,30.7,10.4
KENNEDYS @ KENNEDYS,235211,09,93,17.8,9.1
KENNEDYS @ KENNEDYS,235211,10,29.19,48.8,15.6
KENNEDYS @ KENNEDYS,235211,11,5.01,18.8,18.4
KENNEDYS @ KENNEDYS,235211,12,7.99,3.2,20.4
KENNEDYS @ KENNEDYS,235211,01,1.99,21.2,18.6
KENNEDYS @ KENNEDYS,235211,02,2.37,19.8,19
KENNEDYS @ KENNEDYS,235211,03,2.16,14.7,16
KENNEDYS @ KENNEDYS,235211,04,2.56,14.6,13.6
KENNEDYS @ KENNEDYS,235211,05,2.73,11.5,9.8
KENNEDYS @ KENNEDYS,235211,06,18.79,8,9
CUMBERLAND @ LORNE,235216,07,79.69,1.1,8.4
CUMBERLAND @ LORNE,235216,08,22.71,1.5,8.4
CUMBERLAND @ LORNE,235216,09,79.72,3.1,10.3
CUMBERLAND @ LORNE,235216,10,24.66,2.3,10.5
CUMBERLAND @ LORNE,235216,11,26.16,2.8,13.5
CUMBERLAND @ LORNE,235216,12,25.59,1.9,15.3
CUMBERLAND @ LORNE,235216,01,7.75,2.3,16.9
CUMBERLAND @ LORNE,235216,02,15.24,1.9,19.8
CUMBERLAND @ LORNE,235216,03,6.47,1.3,18.2
CUMBERLAND @ LORNE,235216,04,5.93,1,12.6
CUMBERLAND @ LORNE,235216,05,7.35,0.8,9.6
CUMBERLAND @ LORNE,235216,06,33.61,9.9,8.1
ANGLESEA @ ANGLESEA,235222,08,0,0,11.9
ANGLESEA @ ANGLESEA,235222,09,0,0,13.8
ANGLESEA @ ANGLESEA,235222,10,0,0,14.5
ANGLESEA @ ANGLESEA,235222,11,0,0,20.2
ANGLESEA @ ANGLESEA,235222,12,0,0,18.2
ANGLESEA @ ANGLESEA,235222,06,0.33,0,9.2
GELLIBRAND @ BURRUPA,235224,07,588.52,36.2,10.9
GELLIBRAND @ BURRUPA,235224,08,266.48,23.3,12
GELLIBRAND @ BURRUPA,235224,09,849.36,11.7,10.9
GELLIBRAND @ BURRUPA,235224,10,327.72,26.9,16.1
GELLIBRAND @ BURRUPA,235224,11,143.57,12.3,18.3
GELLIBRAND @ BURRUPA,235224,12,0,12.8,19.3
GELLIBRAND @ BURRUPA,235224,01,0,10.5,18.3
GELLIBRAND @ BURRUPA,235224,02,0,22.5,18.3
GELLIBRAND @ BURRUPA,235224,03,0,11,15.6
GELLIBRAND @ BURRUPA,235224,04,0,11.9,13.9
GELLIBRAND @ BURRUPA,235224,05,0,12.3,8.6
GELLIBRAND @ BURRUPA,235224,06,310.08,15.3,8.9
GELLIBRAND @ BUNKERS,235227,07,254.33,13.7,9.4
GELLIBRAND @ BUNKERS,235227,08,107.88,6.4,8.9
GELLIBRAND @ BUNKERS,235227,09,370.07,9.2,9.5
GELLIBRAND @ BUNKERS,235227,10,146.67,13.4,13.9
GELLIBRAND @ BUNKERS,235227,11,62.25,6.8,14.3
GELLIBRAND @ BUNKERS,235227,12,68.85,7.9,15
GELLIBRAND @ BUNKERS,235227,01,31.87,5.8,18.9
GELLIBRAND @ BUNKERS,235227,02,28.07,6.2,18.3
GELLIBRAND @ BUNKERS,235227,03,21.78,6.6,13.7
GELLIBRAND @ BUNKERS,235227,04,23,5.8,15
GELLIBRAND @ BUNKERS,235227,05,28.32,4.5,10.7
GELLIBRAND @ BUNKERS,235227,06,114.89,6.6,7.6
LOVE @ GELLIBRAND,235234,07,10.38,11.2,8.8
LOVE @ GELLIBRAND,235234,08,6.64,8.5,9.1
LOVE @ GELLIBRAND,235234,09,29.28,12.6,9.4
LOVE @ GELLIBRAND,235234,10,8.02,18.8,14
LOVE @ GELLIBRAND,235234,11,3.02,11.3,14.2
LOVE @ GELLIBRAND,235234,12,4.51,13,15
LOVE @ GELLIBRAND,235234,01,1.12,7.2,20.1
LOVE @ GELLIBRAND,235234,02,1.34,4.9,20.3
LOVE @ GELLIBRAND,235234,03,1.31,9.2,12.4
LOVE @ GELLIBRAND,235234,04,1.1,7.3,15.6
LOVE @ GELLIBRAND,235234,05,1.26,5.8,9.6
LOVE @ GELLIBRAND,235234,06,4.33,8.4,7.9
SCOTTS @ CURDIE,235237,07,12.23,25.9,10.8
SCOTTS @ CURDIE,235237,08,8.94,4.7,12.4
SCOTTS @ CURDIE,235237,09,82.11,29.9,13.5
SCOTTS @ CURDIE,235237,10,19.25,20.3,17.4
SCOTTS @ CURDIE,235237,11,0.98,6.1,17.6
SCOTTS @ CURDIE,235237,12,0.45,6.2,18.8
SCOTTS @ CURDIE,235237,01,0,4.2,19
SCOTTS @ CURDIE,235237,02,0,3.1,16.9
SCOTTS @ CURDIE,235237,03,0,7,13.8
SCOTTS @ CURDIE,235237,04,0,7.5,14.6
SCOTTS @ CURDIE,235237,05,0,25.2,9
SCOTTS @ CURDIE,235237,06,0.76,2.2,8.1
ANGLESEA RIVER (MARSHY CREEK) @ ALCOA,235260,08,0,0,14.7
ANGLESEA RIVER (MARSHY CREEK) @ ALCOA,235260,09,0.25,0,15.3
ANGLESEA RIVER (MARSHY CREEK) @ ALCOA,235260,10,0.04,0,12.2
ANGLESEA RIVER (MARSHY CREEK) @ ALCOA,235260,11,0,0,14.7
ANGLESEA RIVER (MARSHY CREEK) @ ALCOA,235260,12,0,0,11.9
ANGLESEA RIVER (MARSHY CREEK) @ ALCOA,235260,01,0,0,13.3
UPPER ANGLESEA RIVER (V-NOTCH) @ AARC,235270,06,0,0,9.8
BREAKFAST CREEK @ BRIDGE ON BREAKFAST CREEK ROAD,235273,07,0.11,0,7.5
BREAKFAST CREEK @ BRIDGE ON BREAKFAST CREEK ROAD,235273,08,0.05,0,11.1
BREAKFAST CREEK @ BRIDGE ON BREAKFAST CREEK ROAD,235273,09,0.08,0,10.9
BREAKFAST CREEK @ BRIDGE ON BREAKFAST CREEK ROAD,235273,10,0.05,0,10.2
BREAKFAST CREEK @ BRIDGE ON BREAKFAST CREEK ROAD,235273,12,0.01,0,14
BREAKFAST CREEK TRIBUTARY @ V-NOTCH,235274,07,0.6,0,7.4
BREAKFAST CREEK TRIBUTARY @ V-NOTCH,235274,08,0.36,0,11.4
BREAKFAST CREEK TRIBUTARY @ V-NOTCH,235274,09,1.44,0,10.5
BREAKFAST CREEK TRIBUTARY @ V-NOTCH,235274,10,0,0,9.6
BREAKFAST CREEK TRIBUTARY @ V-NOTCH,235274,11,0,0,12.2
BREAKFAST CREEK TRIBUTARY @ V-NOTCH,235274,12,0,0,12.4
BREAKFAST CREEK TRIBUTARY @ V-NOTCH,235274,01,0,0,18.5
BREAKFAST CREEK TRIBUTARY @ V-NOTCH,235274,06,0.02,0,11.8
SALT CREEK @ DENHAMS TRACK,235276,07,2.54,0,10.2
SALT CREEK @ DENHAMS TRACK,235276,08,1.46,0,7.3
SALT CREEK @ DENHAMS TRACK,235276,09,2.42,0,10.4
SALT CREEK @ DENHAMS TRACK,235276,10,1.05,0,9.5
SALT CREEK @ DENHAMS TRACK,235276,11,0.27,0,12.5
SALT CREEK @ DENHAMS TRACK,235276,12,0.79,0,12.6
SALT CREEK @ DENHAMS TRACK,235276,06,1.61,0,8.2
MERRI @ WOODFORD,236205,07,52.49,1.2,10.1
MERRI @ WOODFORD,236205,08,37.18,2.7,9.7
MERRI @ WOODFORD,236205,09,40.03,2.3,13.7
MERRI @ WOODFORD,236205,10,34.64,1.1,16
MERRI @ WOODFORD,236205,11,17.95,1.8,17.5
MERRI @ WOODFORD,236205,12,18.68,2.2,20.1
MERRI @ WOODFORD,236205,01,10.52,1.7,19.1
MERRI @ WOODFORD,236205,02,10.98,0.9,22.4
MERRI @ WOODFORD,236205,03,11.8,2.3,18.8
MERRI @ WOODFORD,236205,04,11.94,1.1,17.7
MERRI @ WOODFORD,236205,05,15.61,1,15.5
MERRI @ WOODFORD,236205,06,34.58,1.3,11.7
HOPKINS @ HOPKINS F.,236209,07,103.99,23,10.2
HOPKINS @ HOPKINS F.,236209,08,89.94,5.4,11.3
HOPKINS @ HOPKINS F.,236209,09,97.24,9.9,12.9
HOPKINS @ HOPKINS F.,236209,10,77.69,3.2,17
HOPKINS @ HOPKINS F.,236209,11,39.88,6.2,20.8
HOPKINS @ HOPKINS F.,236209,12,31.67,3.6,25.8
HOPKINS @ HOPKINS F.,236209,01,9.09,4.1,23.5
HOPKINS @ HOPKINS F.,236209,02,6.59,11,22.6
HOPKINS @ HOPKINS F.,236209,03,6.71,9.7,24.4
HOPKINS @ HOPKINS F.,236209,04,8.21,9.8,18.6
HOPKINS @ HOPKINS F.,236209,05,10.93,7.8,16.3
HOPKINS @ HOPKINS F.,236209,06,66.54,5.1,12.1
BURRUMBEET @ LAKE,236215,07,29.8,35.8,8.2
BURRUMBEET @ LAKE,236215,08,0,34.1,10.8
BURRUMBEET @ LAKE,236215,09,0,14.1,11
BURRUMBEET @ LAKE,236215,10,16.04,23.6,15.3
BURRUMBEET @ LAKE,236215,11,5.08,12.1,15.7
BURRUMBEET @ LAKE,236215,12,5.11,22.1,22.6
BURRUMBEET @ LAKE,236215,01,3.93,29.2,21.1
BURRUMBEET @ LAKE,236215,02,3.18,19.4,15.7
BURRUMBEET @ LAKE,236215,03,2.88,8.1,17.1
BURRUMBEET @ LAKE,236215,04,3.91,31.2,16.8
BURRUMBEET @ LAKE,236215,05,4.48,9.7,7.7
BURRUMBEET @ LAKE,236215,06,19.57,32.9,7.5
MOUNT EMU @ TAROON,236216,07,38.51,4,7.5
MOUNT EMU @ TAROON,236216,08,36.86,6.9,8.7
MOUNT EMU @ TAROON,236216,09,38.65,9.9,10.6
MOUNT EMU @ TAROON,236216,10,29.88,3.7,15.3
MOUNT EMU @ TAROON,236216,11,12.71,4.7,20.3
MOUNT EMU @ TAROON,236216,12,12.69,4.7,20.4
MOUNT EMU @ TAROON,236216,01,1.15,3,19.2
MOUNT EMU @ TAROON,236216,02,0,17.5,19.6
MOUNT EMU @ TAROON,236216,03,0,142,16.5
MOUNT EMU @ TAROON,236216,06,30.47,6.9,10.5
MOYNE @ TOOLONG,237200,07,29.05,1.8,9.4
MOYNE @ TOOLONG,237200,08,15.84,2.2,8.8
MOYNE @ TOOLONG,237200,09,27.16,2.4,12.3
MOYNE @ TOOLONG,237200,10,17.69,2.8,14.5
MOYNE @ TOOLONG,237200,11,5.38,3.5,17.9
MOYNE @ TOOLONG,237200,12,6.77,4.2,20.4
MOYNE @ TOOLONG,237200,01,1.89,2,19.1
MOYNE @ TOOLONG,237200,02,1.66,1.3,23.2
MOYNE @ TOOLONG,237200,03,2.51,3.3,18.9
MOYNE @ TOOLONG,237200,04,3.41,3.2,17.3
MOYNE @ TOOLONG,237200,05,5.44,1.1,14.7
MOYNE @ TOOLONG,237200,06,16.45,1,11.4
DARLOT @ HOMERTON,237205,07,47.59,1.1,9.8
DARLOT @ HOMERTON,237205,08,58.94,0.9,11.6
DARLOT @ HOMERTON,237205,09,72.09,1.4,13.6
DARLOT @ HOMERTON,237205,10,72.13,0.9,14.9
DARLOT @ HOMERTON,237205,11,62.05,2.6,15.1
DARLOT @ HOMERTON,237205,12,50.14,2.4,16.8
DARLOT @ HOMERTON,237205,01,41.47,3.4,22
DARLOT @ HOMERTON,237205,02,34.71,0.6,18
DARLOT @ HOMERTON,237205,03,29.34,1.6,22
DARLOT @ HOMERTON,237205,04,25.57,0.9,14.9
DARLOT @ HOMERTON,237205,05,25.54,2.1,12.9
DARLOT @ HOMERTON,237205,06,32.65,1.2,10.4
SURRY @ HEATHMERE,237207,07,4.13,1.2,13.1
SURRY @ HEATHMERE,237207,08,5.43,0.9,12.1
SURRY @ HEATHMERE,237207,09,42.13,4.7,11.2
SURRY @ HEATHMERE,237207,10,22.54,2.6,14.5
SURRY @ HEATHMERE,237207,11,3.66,1.6,15.1
SURRY @ HEATHMERE,237207,12,14.71,1.4,17.2
SURRY @ HEATHMERE,237207,01,1.8,1.7,17.4
SURRY @ HEATHMERE,237207,02,1.61,1.2,17.3
SURRY @ HEATHMERE,237207,03,1.64,1.1,17.5
SURRY @ HEATHMERE,237207,04,1.74,1,15.2
SURRY @ HEATHMERE,237207,05,1.82,1.2,13.9
SURRY @ HEATHMERE,237207,06,5.27,2.4,11.6
GLENELG @ SANDFORD,238202,07,152.51,8.6,9.4
GLENELG @ SANDFORD,238202,08,148.14,19.5,12.9
GLENELG @ SANDFORD,238202,09,191.7,16.1,11.7
GLENELG @ SANDFORD,238202,10,177.27,23.2,15.3
GLENELG @ SANDFORD,238202,11,40.99,39.7,18.9
GLENELG @ SANDFORD,238202,12,116.11,21.9,20.9
GLENELG @ SANDFORD,238202,01,23.8,10.1,23.9
GLENELG @ SANDFORD,238202,02,12.19,8.5,17.3
GLENELG @ SANDFORD,238202,03,38.31,28.8,18.5
GLENELG @ SANDFORD,238202,04,35.52,13.8,17.6
GLENELG @ SANDFORD,238202,05,47.8,12.1,8.8
GLENELG @ SANDFORD,238202,06,80.11,14.2,8.9
WANNON @ DUNKELD,238204,08,0.21,5.1,6.8
WANNON @ DUNKELD,238204,09,0.37,4.7,10.8
WANNON @ DUNKELD,238204,10,0.28,5.4,14.6
WANNON @ DUNKELD,238204,11,0.01,10.8,15.4
WANNON @ DUNKELD,238204,12,0,16.5,19.2
GLENELG @ ROCKLANDS,238205,07,0.03,5.3,7.8
GLENELG @ ROCKLANDS,238205,08,2.45,4.1,7.1
GLENELG @ ROCKLANDS,238205,09,13.83,5.2,11.3
GLENELG @ ROCKLANDS,238205,10,0,5,14.7
GLENELG @ ROCKLANDS,238205,11,40.47,4.8,17.8
GLENELG @ ROCKLANDS,238205,12,17.5,6.1,18.6
GLENELG @ ROCKLANDS,238205,01,16.01,4.1,20.3
GLENELG @ ROCKLANDS,238205,02,32.72,5.2,23
GLENELG @ ROCKLANDS,238205,03,15.99,8.7,14.6
GLENELG @ ROCKLANDS,238205,04,21.41,7.3,18.1
GLENELG @ ROCKLANDS,238205,05,6.59,8.2,16.1
GLENELG @ ROCKLANDS,238205,06,2.05,4.9,10.3
GLENELG R DARTMOOR,238206,07,186.72,6.8,8.1
GLENELG R DARTMOOR,238206,08,196.33,9.1,10.5
GLENELG R DARTMOOR,238206,09,279.73,10.1,12.7
GLENELG R DARTMOOR,238206,10,286.23,15.5,14.4
GLENELG R DARTMOOR,238206,11,85.89,22.1,16.4
GLENELG R DARTMOOR,238206,12,150.84,24.5,20
GLENELG R DARTMOOR,238206,01,45.66,5.8,23
GLENELG R DARTMOOR,238206,02,30.68,5.1,22.2
GLENELG R DARTMOOR,238206,03,51.21,23.6,21.7
GLENELG R DARTMOOR,238206,04,55.4,10.1,15
GLENELG R DARTMOOR,238206,05,71.02,10.1,12.1
GLENELG R DARTMOOR,238206,06,98.44,12.4,9.6
JIMMY @ JIMMY,238208,07,1.91,1.5,13.5
JIMMY @ JIMMY,238208,08,1.84,2.2,12.6
JIMMY @ JIMMY,238208,09,2.14,2.8,13.9
JIMMY @ JIMMY,238208,10,1.57,3,14.8
JIMMY @ JIMMY,238208,11,1.12,2.5,17.9
JIMMY @ JIMMY,238208,12,1.1,2.3,20.2
JIMMY @ JIMMY,238208,01,1.47,1.7,19.7
JIMMY @ JIMMY,238208,02,1.18,2.1,21
JIMMY @ JIMMY,238208,03,1.18,1.7,19.1
JIMMY @ JIMMY,238208,04,1.18,2.9,17.5
JIMMY @ JIMMY,238208,05,1.18,2.9,18
JIMMY @ JIMMY,238208,06,1.62,2.3,15.2
GLENELG @ CASTERTON,238212,07,0,10.3,9.4
GLENELG @ CASTERTON,238212,08,0,23.3,13.1
GLENELG @ CASTERTON,238212,09,0,15.4,12
GLENELG @ CASTERTON,238212,10,0,18.8,15.6
GLENELG @ CASTERTON,238212,11,0,17.9,18.8
GLENELG @ CASTERTON,238212,12,0,25.4,19.5
GLENELG @ CASTERTON,238212,01,0,14.1,23.6
GLENELG @ CASTERTON,238212,02,0,14.3,17.6
GLENELG @ CASTERTON,238212,03,0,26.9,17.9
GLENELG @ CASTERTON,238212,04,0,20.9,17.3
GLENELG @ CASTERTON,238212,05,0,15,10.5
GLENELG @ CASTERTON,238212,06,0,17.1,9.1
WANDO @ WANDO VALE,238223,07,9.28,6.2,8.4
WANDO @ WANDO VALE,238223,08,7.73,10.4,12.1
WANDO @ WANDO VALE,238223,09,0,6.3,10.5
WANDO @ WANDO VALE,238223,10,14.73,9.4,13
WANDO @ WANDO VALE,238223,11,1.95,8.4,14.8
WANDO @ WANDO VALE,238223,12,3.56,12.6,16.2
WANDO @ WANDO VALE,238223,01,0,6.7,22.6
WANDO @ WANDO VALE,238223,02,0,12.5,15.2
WANDO @ WANDO VALE,238223,03,0,9.7,15
WANDO @ WANDO VALE,238223,04,0,47.9,15.4
WANDO @ WANDO VALE,238223,05,0,26.7,9.5
WANDO @ WANDO VALE,238223,06,0,3.8,8.2
GLENELG R FULHAM BR,238224,07,15.24,16.1,9.3
GLENELG R FULHAM BR,238224,08,19.14,15.1,13
GLENELG R FULHAM BR,238224,09,32.18,9.9,12.8
GLENELG R FULHAM BR,238224,10,24.05,9.1,17.9
GLENELG R FULHAM BR,238224,11,46.38,7.9,22.2
GLENELG R FULHAM BR,238224,12,73.16,20.3,23
GLENELG R FULHAM BR,238224,01,40.57,10.6,21.7
GLENELG R FULHAM BR,238224,02,59.32,9.8,20.9
GLENELG R FULHAM BR,238224,03,47.71,12.4,18.8
GLENELG R FULHAM BR,238224,04,46.51,9.2,16.8
GLENELG R FULHAM BR,238224,05,43.91,8.9,8.9
GLENELG R FULHAM BR,238224,06,19.1,7.5,9
WANNON @ HENTY,238228,07,85.33,9.7,9.8
WANNON @ HENTY,238228,08,84.15,28.9,12.7
WANNON @ HENTY,238228,09,103.85,27.8,12.1
WANNON @ HENTY,238228,10,85.67,42.4,15.3
WANNON @ HENTY,238228,11,19.35,29,17.3
WANNON @ HENTY,238228,12,23.99,18.9,19.6
WANNON @ HENTY,238228,01,2.26,9.1,23.3
WANNON @ HENTY,238228,02,0.84,12.6,15.7
WANNON @ HENTY,238228,03,1.61,20.6,14.9
WANNON @ HENTY,238228,04,4.67,16.1,16.4
WANNON @ HENTY,238228,05,8.1,31.8,7
WANNON @ HENTY,238228,06,33.05,21.4,9.3
GLENELG @ BIG CORD,238231,07,16.59,1.6,6.6
GLENELG @ BIG CORD,238231,08,14.76,1.4,5.2
GLENELG @ BIG CORD,238231,09,32.83,5.1,9.2
GLENELG @ BIG CORD,238231,10,21.17,1.9,10.1
GLENELG @ BIG CORD,238231,11,4.99,2.3,12.9
GLENELG @ BIG CORD,238231,12,2.7,3.6,16.2
GLENELG @ BIG CORD,238231,01,0.32,6.2,15.1
GLENELG @ BIG CORD,238231,03,1.67,10.3,14.3
GLENELG @ BIG CORD,238231,04,1.92,6.3,12.8
GLENELG @ BIG CORD,238231,05,2.02,4.4,15.1
GLENELG @ BIG CORD,238231,06,11.04,2.7,9.9
MURRAY @ JINGELLIC,401201,07,7009.54,32.9,8.6
MURRAY @ JINGELLIC,401201,08,5986.11,15.4,11.9
MURRAY @ JINGELLIC,401201,09,4486.28,9.1,14.8
MURRAY @ JINGELLIC,401201,10,4848.41,17.5,17.9
MURRAY @ JINGELLIC,401201,11,4643.16,5.8,20.2
MURRAY @ JINGELLIC,401201,12,5355.53,22,24.6
MURRAY @ JINGELLIC,401201,01,3085.05,9.3,25.9
MURRAY @ JINGELLIC,401201,02,3334.26,13.4,25.6
MURRAY @ JINGELLIC,401201,03,2966.37,5.1,24
MURRAY @ JINGELLIC,401201,04,2544.02,3.8,17.8
MURRAY @ JINGELLIC,401201,05,4448.07,6,12.9
MURRAY @ JINGELLIC,401201,06,5054.44,10.2,8.8
MITTA @ HINNOMUNJIE,401203,07,946.4,3.9,6.6
MITTA @ HINNOMUNJIE,401203,08,1270.95,1.8,5.6
MITTA @ HINNOMUNJIE,401203,09,1410.58,2.4,9.9
MITTA @ HINNOMUNJIE,401203,10,1119.93,3.2,11.7
MITTA @ HINNOMUNJIE,401203,11,950.57,1.3,18.1
MITTA @ HINNOMUNJIE,401203,12,1429.16,1.8,15.5
MITTA @ HINNOMUNJIE,401203,01,468.66,4.3,21.5
MITTA @ HINNOMUNJIE,401203,02,0,5.6,22.6
MITTA @ HINNOMUNJIE,401203,03,0,3,22.8
MITTA @ HINNOMUNJIE,401203,04,247.98,1.3,15.6
MITTA @ HINNOMUNJIE,401203,05,273.16,1.4,11.5
MITTA @ HINNOMUNJIE,401203,06,738.07,83.3,6.3
MITTA @ TALLANDOON,401204,07,1199.43,7.4,9.8
MITTA @ TALLANDOON,401204,08,1510.51,8,12
MITTA @ TALLANDOON,401204,09,3297.78,3.8,12.8
MITTA @ TALLANDOON,401204,10,6044.78,3.8,13.3
MITTA @ TALLANDOON,401204,11,7550.06,3.1,14.5
MITTA @ TALLANDOON,401204,12,2610.6,10.9,20.5
MITTA @ TALLANDOON,401204,01,1787.15,6,22
MITTA @ TALLANDOON,401204,02,3636.87,3.4,17.7
MITTA @ TALLANDOON,401204,03,5587.62,2.4,15.6
MITTA @ TALLANDOON,401204,04,6439.27,2.2,12.9
MITTA @ TALLANDOON,401204,05,7310.79,3.3,11.7
MITTA @ TALLANDOON,401204,06,7964.2,3.5,11.1
MITTA @ COLEMANS,401211,07,731.03,1.5,8.9
MITTA @ COLEMANS,401211,08,1149.94,1.2,9.5
MITTA @ COLEMANS,401211,09,3026.13,1.5,10
MITTA @ COLEMANS,401211,10,5741,2,10.8
MITTA @ COLEMANS,401211,11,7077.83,1.3,10.9
MITTA @ COLEMANS,401211,12,1849.83,2.2,12.1
MITTA @ COLEMANS,401211,01,1584.16,0.9,11.4
MITTA @ COLEMANS,401211,02,3513.36,0.8,12.3
MITTA @ COLEMANS,401211,03,5452.61,1.3,12.5
MITTA @ COLEMANS,401211,04,6295.75,3.3,10.7
MITTA @ COLEMANS,401211,05,7258.07,1,11.2
MITTA @ COLEMANS,401211,06,7718.67,2.6,11
NARIEL @UPPER NARIEL,401212,07,225.49,2.4,5.8
NARIEL @UPPER NARIEL,401212,08,247.37,1.1,6.7
NARIEL @UPPER NARIEL,401212,09,260.7,3,9.6
NARIEL @UPPER NARIEL,401212,10,302.6,2.3,12.7
NARIEL @UPPER NARIEL,401212,11,270.32,2.8,14.4
NARIEL @UPPER NARIEL,401212,12,530.82,2,13.6
NARIEL @UPPER NARIEL,401212,01,169.42,1.2,19.6
NARIEL @UPPER NARIEL,401212,02,105.94,1.2,19.6
NARIEL @UPPER NARIEL,401212,03,83.72,0.7,18.3
NARIEL @UPPER NARIEL,401212,04,65.94,1.1,11.7
NARIEL @UPPER NARIEL,401212,05,72.95,1,7.5
NARIEL @UPPER NARIEL,401212,06,148.65,2.4,4.3
MORASS CK @ UPLANDS,401215,07,36.62,33.7,6.9
MORASS CK @ UPLANDS,401215,08,38.23,27.2,6.2
MORASS CK @ UPLANDS,401215,09,40.6,22.4,13
MORASS CK @ UPLANDS,401215,10,29.6,19.5,13.3
MORASS CK @ UPLANDS,401215,11,22.16,20.7,21.6
MORASS CK @ UPLANDS,401215,12,47.23,24,19.1
MORASS CK @ UPLANDS,401215,01,7.9,21.2,26.3
MORASS CK @ UPLANDS,401215,02,0,12,22.6
MORASS CK @ UPLANDS,401215,03,0,28.5,24.6
MORASS CK @ UPLANDS,401215,04,0,24.4,16.6
MORASS CK @ UPLANDS,401215,05,4.14,27.7,13.9
MORASS CK @ UPLANDS,401215,06,25.02,36.5,6.2
BIG R @ JOKERS CREEK,401216,07,441,2.7,6.2
BIG R @ JOKERS CREEK,401216,08,626.52,1.1,3.2
BIG R @ JOKERS CREEK,401216,09,728.5,1.3,6
BIG R @ JOKERS CREEK,401216,10,586.16,1.6,6.5
BIG R @ JOKERS CREEK,401216,11,488.63,2.3,14
BIG R @ JOKERS CREEK,401216,12,789.12,2.1,12.6
BIG R @ JOKERS CREEK,401216,01,246.82,1.8,18.2
BIG R @ JOKERS CREEK,401216,02,135.29,2,17.8
BIG R @ JOKERS CREEK,401216,03,148.08,6.7,16.6
BIG R @ JOKERS CREEK,401216,04,112.52,1.1,10.4
BIG R @ JOKERS CREEK,401216,05,125.56,1.4,10.4
BIG R @ JOKERS CREEK,401216,06,292.87,2.4,3.2
VICTORIA @ V. FALLS,401226,07,89.73,4.3,2.7
VICTORIA @ V. FALLS,401226,08,84.84,4.5,2.6
VICTORIA @ V. FALLS,401226,09,92.75,7,9.9
VICTORIA @ V. FALLS,401226,10,65.34,8.3,12.1
VICTORIA @ V. FALLS,401226,11,54.13,5.6,16.6
VICTORIA @ V. FALLS,401226,12,57.57,6.8,16.2
VICTORIA @ V. FALLS,401226,01,34.52,26.6,17
VICTORIA @ V. FALLS,401226,02,17.89,6.1,18.1
VICTORIA @ V. FALLS,401226,03,21.24,6.4,20.5
VICTORIA @ V. FALLS,401226,04,29.88,2.8,12.6
VICTORIA @ V. FALLS,401226,05,31.96,2.8,7.6
VICTORIA @ V. FALLS,401226,06,85.32,39.6,5.7
CUDGEWA @CUDGEWA NTH,401229,07,234.67,16.7,8.7
CUDGEWA @CUDGEWA NTH,401229,08,226.12,17.9,13.3
CUDGEWA @CUDGEWA NTH,401229,09,197.79,10.8,14.5
CUDGEWA @CUDGEWA NTH,401229,10,193.81,10.1,20.8
CUDGEWA @CUDGEWA NTH,401229,11,139.61,9.7,21
CUDGEWA @CUDGEWA NTH,401229,12,262.53,18.9,22.3
CUDGEWA @CUDGEWA NTH,401229,01,59.67,15.5,27.8
CUDGEWA @CUDGEWA NTH,401229,02,60.56,10.6,26.7
CUDGEWA @CUDGEWA NTH,401229,03,46.02,12.6,25.6
CUDGEWA @CUDGEWA NTH,401229,04,42.27,10,20
CUDGEWA @CUDGEWA NTH,401229,05,59.87,9.9,14.5
CUDGEWA @CUDGEWA NTH,401229,06,163.11,24,9.2
CORRYONG @ TOWONG,401230,07,354.38,10.8,8.3
CORRYONG @ TOWONG,401230,08,366.73,8.4,12.7
CORRYONG @ TOWONG,401230,09,357.45,8.9,14.3
CORRYONG @ TOWONG,401230,10,406.65,10.3,20
CORRYONG @ TOWONG,401230,11,296.05,11,20.9
CORRYONG @ TOWONG,401230,12,626.88,8.6,21.4
CORRYONG @ TOWONG,401230,01,165.13,9.3,27.5
CORRYONG @ TOWONG,401230,02,118.23,11.6,27.4
CORRYONG @ TOWONG,401230,03,90.5,16.8,26.3
CORRYONG @ TOWONG,401230,04,82.02,5,20.5
CORRYONG @ TOWONG,401230,05,92.98,10.3,14.6
CORRYONG @ TOWONG,401230,06,222.79,12.2,9.4
KIEWA @ BANDIANA,402205,07,1138.02,4.7,6.6
KIEWA @ BANDIANA,402205,08,1344.81,6.8,7.6
KIEWA @ BANDIANA,402205,09,1371.36,6.7,11
KIEWA @ BANDIANA,402205,10,1431.99,10.2,15.8
KIEWA @ BANDIANA,402205,11,1022.43,7,19.7
KIEWA @ BANDIANA,402205,12,1702.66,18.8,21
KIEWA @ BANDIANA,402205,01,544.41,9.8,24
KIEWA @ BANDIANA,402205,02,324.56,6.1,26.8
KIEWA @ BANDIANA,402205,03,308.59,8.3,25
KIEWA @ BANDIANA,402205,04,261.74,4.1,19.2
KIEWA @ BANDIANA,402205,05,273.11,3.7,13.6
KIEWA @ BANDIANA,402205,06,758.94,3.3,7.8
OVENS @ BRIGHT,403205,07,323.46,1.2,6.2
OVENS @ BRIGHT,403205,08,367.13,5.3,7.2
OVENS @ BRIGHT,403205,09,404.35,2.6,9.4
OVENS @ BRIGHT,403205,10,437.29,3.6,12
OVENS @ BRIGHT,403205,11,350.21,2,16.9
OVENS @ BRIGHT,403205,12,693.07,3.8,14.7
